now_time,trils,duration,left_shoulder,right_shoulder,left_knee,right_neck,0_Nose,,,1_Neck,,,2_RShoulder,,,3_RElbow,,,4_RWrist,,,5_LShoulder,,,6_LElbow,,,7_LWrist,,,8_MidHip,9_RHip,,,10_RKnee,,,11_RAnkle,,,12_LHip,,,13_LKnee,,,14_LAnkle,,,15_REye,,,16_LEye,,,17_REar,18_LEar,,,19_LBigToe,,,20_LSmallToe,,,21_LHeel,,,22_RBigToe,,,23_RSmallToe,,,24_RHeel,,,25_Background,,,26_A_Lneck,27_A_Lshoulder,28_A_Lelbow,29_A_Lhip,30_A_Lknee,31_A_Rneck,32_A_Rshoulder,33_A_Relbow,34_A_Rhip,35_A_Rknee,36_A_middle_left_neck
2023:03:04:14:15:54,up_90_1t_,1.218507528,1.6,3.42,177.87,81.02,0.55014426,0.4095219,0.9163642,0.55029243,0.48246673,0.9898098,0.51884,0.47756022,0.98733306,0.510952,0.555978,0.8969737,0.50704294,0.61367565,0.8953987,0.581715,0.48265967,0.9877872,0.5895309,0.56140655,0.9470482,0.5818718,0.6241383,0.91074955,0.5463616,0.6293239,0.8859697,0.5227428,0.62415826,0.8599009,0.522686,0.72870237,0.934794,0.5266649,0.81767815,0.860989,0.5659403,0.6344244,0.83575124,0.55814624,0.72890186,0.9033705,0.5541194,0.8179965,0.93034744,0.5463073,0.39922443,0.9399229,0.5542578,0.40411925,0.9093776,0.54239815,0.4147624,0.40034923,0.57750946,0.4250683,0.8647281,0.5502003,0.8492963,0.79310364,0.5620486,0.8493041,0.7387103,0.5503983,0.82824135,0.73821396,0.522857,0.84397703,0.72038114,0.51872045,0.83877057,0.72933245,0.534472,0.81805193,0.6612392,,,,,,,,,,
2023:03:04:14:15:54,up_90_1t_,1.280342817,1.43,1.73,177.34,89.55,0.5501525,0.40954837,0.915389,0.5502611,0.477734,0.9887701,0.5188035,0.4775365,0.98590446,0.51101553,0.56097126,0.9162449,0.51099294,0.6188488,0.8780492,0.5816973,0.48266566,0.9856159,0.5894141,0.5614653,0.94699156,0.58169186,0.6241723,0.93523586,0.546348,0.63440824,0.8881469,0.52275646,0.6292688,0.8566242,0.5226892,0.7286662,0.93016124,0.52292806,0.81765896,0.8711704,0.5659126,0.63446754,0.8402802,0.5620001,0.72897184,0.89123803,0.5541701,0.81798524,0.9270801,0.54630685,0.39923817,0.9406806,0.5542625,0.4041341,0.90723926,0.54239255,0.41476762,0.43376833,0.5775027,0.42507595,0.85779387,0.5502205,0.8541705,0.8073966,0.56587315,0.8493144,0.74660707,0.5504333,0.8281953,0.73378104,0.52282965,0.843968,0.7320584,0.5186919,0.83875024,0.7396163,0.53067124,0.8180151,0.6793727,,,,,,,,,,
2023:03:04:14:15:54,up_90_1t_,1.347770929,1.39,0.22,174.69,89.56,0.55012465,0.41460875,0.9139696,0.55024385,0.47771785,0.99302906,0.5187737,0.47753674,0.9931743,0.5110229,0.5610266,0.9281149,0.51467454,0.6188032,0.8842,0.58167815,0.48262915,0.9849578,0.58941615,0.5613719,0.94079447,0.5815418,0.61874956,0.95660526,0.54641366,0.62937427,0.887461,0.5228431,0.6292965,0.84921646,0.5227148,0.72862285,0.9228133,0.5228558,0.8176024,0.87641746,0.5697578,0.6293935,0.83646655,0.565904,0.72900575,0.8799212,0.55414605,0.8180076,0.9205333,0.5462746,0.4040868,0.9361133,0.55422753,0.4041733,0.90980434,0.54236245,0.41477808,0.41408393,0.57748204,0.42506486,0.85660684,0.5501375,0.8541716,0.81642514,0.56197727,0.85417974,0.7606005,0.5504128,0.8281884,0.7452911,0.5190372,0.84391075,0.7463674,0.51496285,0.83864504,0.747245,0.5306028,0.8179606,0.68707883,,,,,,,,,,
2023:03:04:14:15:54,up_90_1t_,1.407166719,0.15,1.83,174.7,89.54,0.5500911,0.41462407,0.914462,0.5502422,0.4777006,0.99815416,0.51877767,0.47752422,0.9986944,0.511034,0.55607474,0.91249716,0.5109802,0.61354643,0.9286132,0.5816597,0.48262787,0.9910446,0.5856866,0.56134385,0.94214064,0.57784635,0.61875993,0.95405465,0.54639834,0.62929827,0.8843567,0.5228188,0.6292091,0.8501629,0.52276045,0.72864383,0.9305711,0.52661717,0.8176407,0.87720114,0.5697424,0.62930375,0.8344037,0.56590074,0.7289707,0.8957474,0.55418164,0.8179452,0.9296103,0.5462579,0.40409377,0.93849146,0.5541964,0.4042062,0.9146053,0.5423494,0.41477948,0.35166326,0.57748175,0.4251279,0.870738,0.55021894,0.84926784,0.8196507,0.5658692,0.84926295,0.7589903,0.5540844,0.8231528,0.7489954,0.52276623,0.84396285,0.7518058,0.5150724,0.8387106,0.7537275,0.534468,0.81798863,0.6947787,,,,,,,,,,
2023:03:04:14:15:54,up_90_1t_,1.468134403,0.16,1.97,172.14,89.45,0.5500568,0.41987443,0.92153114,0.5502358,0.4776789,0.9983573,0.5187942,0.47747433,0.99622273,0.5146746,0.5559536,0.912773,0.5109345,0.6086166,0.9569121,0.5816419,0.482609,0.9890108,0.5856027,0.5613251,0.946084,0.5777989,0.6188541,0.9542827,0.5463786,0.6293053,0.8822432,0.5227853,0.6241791,0.8527953,0.5227853,0.72877425,0.93641883,0.5266938,0.8176832,0.8722575,0.56597227,0.6293342,0.8311029,0.56587094,0.7338541,0.9034725,0.55417526,0.81801885,0.9265636,0.5462131,0.4042248,0.9306819,0.55416495,0.40436873,0.9102409,0.5422759,0.4198664,0.32586843,0.5738466,0.42520747,0.8752941,0.55021864,0.849273,0.81319875,0.5620657,0.84928954,0.75834846,0.5540887,0.8282127,0.7468651,0.52277774,0.84398085,0.7409759,0.518693,0.83872175,0.74192107,0.5345553,0.81802,0.6888695,,,,,,,,,,
2023:03:04:14:15:54,up_90_1t_,1.531963825,0.15,5.3,177.14,85.91,0.5463851,0.41994372,0.91682976,0.55021065,0.47765005,0.99872124,0.51876163,0.4774883,1.0020785,0.5109688,0.55584115,0.89096785,0.50319916,0.60850304,0.93921024,0.581627,0.48255628,0.9873339,0.5894512,0.5612112,0.9301995,0.57789755,0.61377347,0.9691652,0.5463098,0.62920463,0.8745322,0.5190825,0.6240861,0.86563605,0.52274764,0.72870684,0.93554133,0.5267013,0.81774193,0.87281674,0.56590843,0.6292202,0.8261954,0.5620821,0.7289432,0.89304537,0.55420214,0.8180139,0.9254447,0.5460947,0.40428233,0.9036056,0.5503946,0.40939513,0.91623366,0.542247,0.41991693,0.23295549,0.5737389,0.4301923,0.87226206,0.55025584,0.85420305,0.8227808,0.56592005,0.8541962,0.7693161,0.55410975,0.82821333,0.74124193,0.522828,0.84904844,0.75043803,0.5187185,0.8438684,0.75494725,0.5345496,0.82298005,0.6857631,,,,,,,,,,
2023:03:04:14:15:54,up_90_1t_,1.597788095,1.43,5.33,177.22,85.86,0.5462402,0.41980547,0.90673375,0.5501856,0.47768277,1.0028712,0.5187279,0.47755316,1.0108445,0.5109505,0.5559098,0.8992002,0.503082,0.6085631,0.94114655,0.58160794,0.48256987,0.98784596,0.58942455,0.56128305,0.93355453,0.58149,0.61894745,0.9617563,0.5462775,0.62932485,0.8779351,0.5190364,0.62921757,0.8736056,0.5226874,0.72880757,0.9418186,0.5267065,0.81781965,0.8686409,0.56586313,0.629358,0.82953405,0.5620068,0.72894394,0.896846,0.5542177,0.8180201,0.9223515,0.54237443,0.40419886,0.88915443,0.5502555,0.40439132,0.93187463,0.5422683,0.41984838,0.11794603,0.57363325,0.43017775,0.859152,0.5502712,0.8541949,0.81971204,0.56592506,0.8541877,0.7676637,0.5541224,0.8282126,0.73191404,0.5228778,0.8490996,0.7405414,0.51876456,0.84393656,0.7471372,0.53455687,0.82305413,0.6767753,,,,,,,,,,
2023:03:04:14:15:54,up_90_1t_,1.657627106,1.47,7.01,175.1,85.76,0.5461884,0.41996536,0.90436476,0.55020446,0.4777248,1.0020096,0.5187473,0.4775818,1.0101507,0.51089793,0.5559083,0.89146006,0.49924007,0.6085954,0.9203411,0.5816392,0.48261827,0.98859334,0.58950144,0.5613634,0.92915416,0.58167374,0.62404966,0.94451517,0.5462225,0.6344526,0.8780416,0.5189808,0.629351,0.8842328,0.51905686,0.72885567,0.9457083,0.5267313,0.8178518,0.8696953,0.56204206,0.63450396,0.8369632,0.561963,0.72895074,0.90588975,0.5542435,0.8180308,0.92415667,0.542321,0.4043122,0.8702704,0.5502069,0.40941307,0.9260443,0.5423006,0.419917,0.077064045,0.5699243,0.4302289,0.8578169,0.5503123,0.8542332,0.8255182,0.56599087,0.8542174,0.7769377,0.5541601,0.82826453,0.7306647,0.52661765,0.8491671,0.74575406,0.5188011,0.84400684,0.7557704,0.5345771,0.82309663,0.6796948,,,,,,,,,,
2023:03:04:14:15:54,up_90_1t_,1.715050459,1.63,8.57,179.94,77.12,0.54609334,0.4250092,0.89864326,0.5502156,0.48248482,1.0014732,0.5187403,0.47762474,1.0129862,0.51090014,0.5559636,0.9009945,0.4953757,0.60865575,0.9243839,0.5816653,0.48263365,0.9855453,0.5857046,0.56142825,0.94169617,0.58187664,0.6241686,0.92419195,0.5462567,0.62932116,0.87753624,0.5190096,0.6241754,0.87811923,0.52270085,0.72876084,0.9432055,0.52670366,0.8177775,0.8749855,0.56206393,0.634426,0.83211863,0.5580637,0.72878665,0.9143118,0.5541909,0.8179334,0.9375413,0.5422424,0.40436694,0.8503898,0.5501073,0.40940893,0.9352547,0,0,0,0.5698016,0.43017933,0.8487357,0.5502685,0.85422295,0.82947356,0.5659624,0.85417396,0.7713302,0.5541211,0.8232006,0.7395549,0.52291834,0.8491475,0.7474324,0.5187684,0.84399116,0.75837994,0.5345301,0.82302094,0.6796019,,,,,,,,,,
2023:03:04:14:15:54,up_90_1t_,1.774890661,4.76,8.62,179.94,73.52,0.54244286,0.4250016,0.8931646,0.5502167,0.48250183,1.0004159,0.5187272,0.47763965,1.0127025,0.50712776,0.5558362,0.87450475,0.49522913,0.6084579,0.94545895,0.58168024,0.48266453,0.981106,0.58957523,0.561384,0.9370161,0.5895838,0.62418246,0.8808296,0.54622185,0.6293148,0.87576663,0.5189685,0.6241575,0.88589895,0.5227042,0.72871417,0.93234473,0.5306096,0.8176027,0.8651729,0.56203467,0.6344166,0.8292003,0.55806804,0.72872597,0.91130465,0.5542201,0.8178931,0.93545836,0.5422405,0.4043761,0.8327577,0.55006623,0.40939075,0.93594545,0,0,0,0.56979716,0.4301622,0.8449069,0.55025864,0.85421556,0.8108266,0.56598365,0.85416675,0.75835055,0.5541868,0.82315475,0.7381355,0.5266751,0.8490481,0.7444695,0.5188235,0.8438524,0.7624185,0.5384133,0.8179456,0.6858073,,,,,,,,,,
2023:03:04:14:15:54,up_90_1t_,1.836725712,11.31,10.28,178.03,73.45,0.54239345,0.42507246,0.892325,0.5502464,0.48249114,1.0000527,0.51874965,0.47763923,1.013937,0.5108192,0.55086124,0.87348425,0.49139968,0.60821295,0.96759135,0.5817333,0.48267365,0.9781284,0.5973932,0.5612832,0.9205829,0.6051272,0.61877924,0.9042244,0.54626834,0.62924826,0.87610763,0.5189699,0.62409556,0.89160275,0.5227027,0.7287278,0.9318181,0.5306027,0.8176283,0.8611342,0.5659354,0.6293285,0.8200773,0.55812484,0.72875774,0.90599763,0.5541952,0.8179166,0.92930603,0.5422225,0.40938017,0.81159276,0.5464719,0.40944642,0.9305653,0,0,0,0.56976146,0.43015012,0.840817,0.55023503,0.8542259,0.8118411,0.5659224,0.8541904,0.76154864,0.5541623,0.82316816,0.7374026,0.52662534,0.8490376,0.7295211,0.51881635,0.8438468,0.74558616,0.53841984,0.817964,0.67717505,,,,,,,,,,
2023:03:04:14:15:54,up_90_1t_,1.894570589,14.41,11.96,175.91,73.53,0.5423608,0.425031,0.8849677,0.5501964,0.48250815,1.0074668,0.518673,0.47768125,1.0221865,0.5031659,0.55585676,0.8611213,0.48740324,0.6081325,1.0007613,0.58171725,0.4826644,0.981163,0.60512024,0.56129855,0.9471959,0.6129021,0.61890227,0.9178432,0.54629886,0.6293262,0.87896585,0.5189588,0.62921137,0.8840743,0.5227155,0.7287659,0.929353,0.5306351,0.81761646,0.8619535,0.569793,0.6293917,0.82444406,0.55817586,0.72886014,0.9006534,0.5541767,0.8180117,0.9221397,0.53848684,0.40935114,0.8111983,0.54644424,0.40942892,0.9302139,0,0,0,0.5659294,0.43017805,0.8429164,0.5502547,0.8542469,0.7891226,0.5659266,0.85423136,0.75055176,0.554125,0.8282821,0.73017734,0.5266766,0.8440163,0.7273374,0.5188386,0.83878404,0.7455339,0.5384284,0.8179565,0.6743787,,,,,,,,,,
2023:03:04:14:15:54,up_90_1t_,1.954414606,16.59,14.18,177.64,73.55,0.5423686,0.42499313,0.883791,0.5501933,0.48253602,1.0128891,0.51869273,0.47771057,1.0283203,0.49922565,0.55080795,0.84997773,0.48348197,0.6031851,1.0172187,0.58171,0.48268938,0.9819199,0.6052508,0.56117547,0.9507285,0.61705214,0.61375004,0.8972833,0.5462165,0.634429,0.8791097,0.5188847,0.629316,0.88805497,0.5190592,0.7288882,0.93530655,0.5306261,0.81771874,0.8630589,0.56595105,0.6344779,0.82709366,0.5580928,0.72894365,0.92218786,0.554153,0.82295495,0.9182725,0.5385025,0.40933338,0.81349623,0.5464507,0.40940276,0.93233466,0,0,0,0.5659118,0.4301721,0.8438853,0.5501834,0.8543011,0.79545945,0.5620288,0.8543078,0.76351196,0.55414444,0.8283939,0.73488355,0.5228587,0.84904367,0.738786,0.518767,0.84385,0.74667645,0.538451,0.82294005,0.6683121,,,,,,,,,,
2023:03:04:14:15:54,up_90_1t_,2.01425457,27.59,26.7,177.76,81.26,0.5423647,0.42500615,0.8842472,0.5502769,0.4777097,1.0052291,0.51884604,0.47760046,1.0047212,0.49139395,0.5351663,0.8891418,0.4599902,0.5874027,0.89845824,0.5817373,0.4826725,0.9747243,0.60923344,0.5558486,0.93032074,0.6406496,0.6028956,0.9565391,0.546206,0.63449335,0.8866623,0.5188848,0.62937456,0.8876429,0.5227062,0.72878164,0.9230065,0.5306531,0.81277245,0.85913587,0.5659176,0.6345396,0.8345394,0.55806965,0.72892016,0.91645694,0.55415916,0.81805444,0.9180422,0.5385034,0.40932927,0.80894256,0.5464428,0.40938243,0.93246037,0,0,0,0.5659918,0.42516202,0.8292258,0.5501325,0.8542301,0.79396945,0.5581899,0.8542558,0.76110333,0.55415547,0.8282731,0.7470847,0.52278954,0.8439189,0.7441385,0.5187141,0.8335932,0.7504768,0.53848666,0.8178965,0.6750487,,,,,,,,,,
2023:03:04:14:15:54,up_90_1t_,2.076089382,44.31,38.77,174.95,73.89,0.5423515,0.41999477,0.8853717,0.55039346,0.48248783,0.9946698,0.5189006,0.4776264,1.0152352,0.48364213,0.5245548,1.0004745,0.44804505,0.56130993,0.95242125,0.5855728,0.4827465,0.9547665,0.624861,0.5350148,0.86357075,0.668022,0.5717068,0.90284675,0.5463277,0.6396564,0.9139493,0.5190008,0.6345881,0.8967261,0.5226904,0.72883433,0.92454493,0.5305491,0.8176608,0.8685975,0.56984967,0.6397398,0.86841863,0.5580349,0.72896034,0.91461515,0.5541522,0.8180381,0.92250913,0.5422251,0.4044009,0.78605795,0.5464382,0.40936893,0.933124,0,0,0,0.56978273,0.4301866,0.8496709,0.5501259,0.8541632,0.8233783,0.55818135,0.8541702,0.78212327,0.5541587,0.82820594,0.75334626,0.522728,0.84396064,0.74487644,0.5186865,0.8386702,0.7441985,0.5384291,0.81799126,0.6792819,,,,,,,,,,
2023:03:04:14:15:55,up_90_1t_,2.131940126,56.59,61.96,174.97,81.97,0.5423549,0.41994852,0.88197315,0.5503241,0.47767746,0.99729705,0.51878333,0.47758114,1.0008891,0.47562858,0.5192552,0.93034005,0.42451242,0.52475613,0.91048956,0.5855638,0.48252696,0.941842,0.6365582,0.51941794,0.92137235,0.67600214,0.5455404,0.8818618,0.54633015,0.63462055,0.90587056,0.5190051,0.6344882,0.89268833,0.5227174,0.7287679,0.92161864,0.5306279,0.81758267,0.8708235,0.5698167,0.63960916,0.8572479,0.55805236,0.72888434,0.91092753,0.5541972,0.81799066,0.92124236,0.5422182,0.40432447,0.791016,0.54644835,0.40933338,0.9325445,0,0,0,0.56978774,0.43028697,0.8552255,0.5501323,0.8493106,0.819382,0.5619634,0.8541507,0.7745011,0.5542336,0.82319766,0.75418955,0.5227591,0.843904,0.752049,0.5187045,0.8335733,0.7557521,0.5385041,0.81790304,0.68835485,,,,,,,,,,
