now_time,trils,duration,left_shoulder,right_shoulder,left_knee,right_neck,0_Nose,,,1_Neck,,,2_RShoulder,,,3_RElbow,,,4_RWrist,,,5_LShoulder,,,6_LElbow,,,7_LWrist,,,8_MidHip,9_RHip,,,10_RKnee,,,11_RAnkle,,,12_LHip,,,13_LKnee,,,14_LAnkle,,,15_REye,,,16_LEye,,,17_REar,18_LEar,,,19_LBigToe,,,20_LSmallToe,,,21_LHeel,,,22_RBigToe,,,23_RSmallToe,,,24_RHeel,,,25_Background,,,26_A_Lneck,27_A_Lshoulder,28_A_Lelbow,29_A_Lhip,30_A_Lknee,31_A_Rneck,32_A_Rshoulder,33_A_Relbow,34_A_Rhip,35_A_Rknee,36_A_middle_left_neck
2023:03:04:14:15:53,up_90_1t_,0.576694965,2.68,63.43,173.39,89.89,0.55038065,0.40432072,0.91451067,0.5502953,0.47744375,0.9850836,0.51881903,0.47734892,0.9761282,0.4833371,0.51423013,0.91829485,0.42863625,0.5193975,0.8892777,0.5817922,0.47751868,0.9711808,0.6092627,0.5403254,0.92119086,0.5775047,0.53516513,0.8669957,0.5462669,0.62404007,0.8716124,0.51889557,0.6188601,0.8979958,0.5226999,0.72867846,0.9169723,0.52678233,0.8176464,0.86281693,0.56600505,0.62922376,0.8106516,0.55431306,0.728914,0.9173825,0.55419135,0.8178819,0.9173214,0.55010945,0.39894506,0.9647105,0.561964,0.39914814,0.89789945,0.5460782,0.40952384,0.5980694,0.5775779,0.42507058,0.8452847,0.5501207,0.84911317,0.7812728,0.5581476,0.84910583,0.7400233,0.55423295,0.8230781,0.74435395,0.5227575,0.84394205,0.72346437,0.51870763,0.8386636,0.7214454,0.53841966,0.81795156,0.67633784,,,,,,,,,,
2023:03:04:14:15:53,up_90_1t_,0.664459467,3.84,62.39,173.73,92.82,0.55413085,0.40430278,0.8986361,0.5502696,0.47749472,0.98789144,0.51887167,0.47738263,0.97328657,0.48345083,0.51911557,0.9494693,0.43245667,0.5196071,0.8839903,0.58175015,0.47757545,0.9669725,0.60914105,0.5402496,0.92248523,0.5738418,0.5610073,0.93317914,0.5462471,0.624025,0.8798402,0.5188989,0.61880857,0.9046025,0.5227136,0.7286341,0.9138741,0.52677995,0.81764394,0.8657274,0.56595206,0.62418133,0.81888,0.5542995,0.7289312,0.9225329,0.5541746,0.8178693,0.9214359,0.5502367,0.39895275,0.96314824,0.5658849,0.39915478,0.88469356,0.54611963,0.409563,0.7198555,0.57760525,0.4251535,0.7926338,0.5501061,0.84909374,0.7786131,0.5581373,0.84907943,0.7373009,0.55421495,0.82306373,0.7441011,0.5227749,0.84394175,0.7254344,0.518713,0.8386702,0.7249687,0.5384102,0.8179581,0.67774576,,,,,,,,,,
2023:03:04:14:15:53,up_90_1t_,0.727820158,41.48,45.02,169.08,89.86,0.5501026,0.4093668,0.9256907,0.55035317,0.47763452,1.0013813,0.5189715,0.47767335,0.9970027,0.4836037,0.52987546,0.9832564,0.43643132,0.55600685,0.8560888,0.5817388,0.4825805,0.9834889,0.6129365,0.54548705,0.92044234,0.65235376,0.5667343,0.87387395,0.54643965,0.6292969,0.8887159,0.5227075,0.6241358,0.8696312,0.52268726,0.7286822,0.9285857,0.52665657,0.8177312,0.87890726,0.57365596,0.62936836,0.8436362,0.55428773,0.72884023,0.92056674,0.55413324,0.8179417,0.9220899,0.5462436,0.3991227,0.95554924,0.5541887,0.39916807,0.93285584,0.5422761,0.41980004,0.44247353,0.5738149,0.4199452,0.8634803,0.5500953,0.84927446,0.8317432,0.5581389,0.84925085,0.7842496,0.5541441,0.82314163,0.7465116,0.51905555,0.84404117,0.7427921,0.51500994,0.8387425,0.73810095,0.5345404,0.82294846,0.6764131,,,,,,,,,,
2023:03:04:14:15:53,up_90_1t_,0.791649342,32.32,37.21,170.72,89.89,0.55012304,0.40939596,0.92899567,0.5503036,0.47759905,1.0019139,0.51896644,0.47762176,0.98035276,0.48747915,0.53500915,0.9469092,0.45191985,0.56135577,0.9499576,0.58165675,0.48252767,0.9869556,0.60902196,0.55084556,0.91536325,0.6443524,0.5875076,0.88670504,0.5464025,0.62940395,0.8960643,0.5190659,0.62925124,0.8748021,0.5226965,0.7287202,0.93115884,0.52666765,0.8177432,0.8753617,0.5699124,0.63445824,0.8462269,0.5542933,0.72893703,0.9307939,0.55412686,0.8180025,0.9232099,0.5462612,0.3991551,0.960526,0.5541759,0.39917699,0.9355676,0.5422628,0.41983056,0.53268415,0.5737535,0.41988578,0.853914,0.5464739,0.84927046,0.8259076,0.5580702,0.8492744,0.78814906,0.5541479,0.8232122,0.74822366,0.5190187,0.8439881,0.7379228,0.51499265,0.83869046,0.7308189,0.53455764,0.8229648,0.6686443,,,,,,,,,,
2023:03:04:14:15:53,up_90_1t_,0.849494457,29.57,35.47,171.24,89.84,0.55008906,0.4094529,0.9264433,0.5503038,0.47757134,0.9980962,0.51898277,0.4775838,0.97134316,0.49129456,0.5402714,0.9033316,0.45215747,0.5664164,0.97413546,0.58164686,0.4824863,0.98769426,0.60889596,0.5508187,0.89279014,0.6404328,0.5926473,0.89553905,0.54636973,0.6293703,0.89632535,0.5190282,0.6292246,0.8799098,0.5227078,0.7286955,0.9295945,0.52671736,0.8177181,0.8654249,0.5698844,0.6294103,0.84290045,0.5543072,0.7289422,0.9260242,0.5541036,0.81802917,0.92383695,0.54623413,0.3991908,0.954925,0.55413276,0.39922857,0.93652296,0.54228085,0.41980514,0.47108167,0.5737254,0.41989917,0.8509588,0.5501014,0.84929746,0.8111919,0.55812985,0.84930825,0.7735337,0.55410004,0.82821995,0.7461151,0.52271086,0.8439588,0.73275495,0.51504844,0.8386884,0.73272526,0.53458816,0.82294077,0.66100836,,,,,,,,,,
2023:03:04:14:15:53,up_90_1t_,0.909334421,25.98,29.56,175.27,89.81,0.55010337,0.40951788,0.9202307,0.550308,0.47763228,1.0003657,0.5190178,0.4776217,0.9609911,0.4953608,0.5507776,0.8716848,0.45607007,0.58219475,0.9052075,0.58164614,0.48252973,0.99256855,0.60505915,0.55598533,0.88326454,0.63651776,0.6029817,0.9354017,0.54637206,0.6293482,0.89278924,0.5190202,0.62417066,0.8746994,0.5227037,0.72869295,0.9304131,0.52666265,0.8177101,0.87423813,0.5698652,0.63441384,0.8403822,0.5580297,0.72895104,0.92483133,0.55408776,0.82293105,0.91970545,0.54625064,0.3992282,0.94750357,0.554162,0.4040953,0.92728835,0.5423174,0.41980585,0.45984355,0.5737356,0.4199779,0.84595937,0.5501085,0.8541894,0.8138274,0.5581355,0.85419846,0.77573013,0.5504293,0.8283199,0.7469156,0.52268255,0.84393805,0.7391945,0.51502335,0.8386485,0.73830885,0.53452146,0.822943,0.6679492,,,,,,,,,,
2023:03:04:14:15:53,up_90_1t_,0.969174623,17.8,23.14,175.37,89.82,0.5501424,0.41463813,0.9157615,0.5503091,0.4777228,1.0021925,0.5189533,0.47770956,0.97681177,0.49921235,0.55085576,0.8631101,0.46387726,0.59787285,0.9102181,0.58168644,0.48259974,0.9942139,0.6012531,0.5609787,0.8860748,0.61706346,0.6033907,0.9297104,0.5463909,0.62940353,0.89527583,0.51904273,0.6292775,0.8715196,0.52268666,0.72872084,0.93202686,0.5266677,0.8176714,0.868386,0.569918,0.63445807,0.8477157,0.55804896,0.7289647,0.9208719,0.5541075,0.8180913,0.92179507,0.5462954,0.404132,0.9384139,0.5542276,0.40420845,0.9099614,0.5423759,0.4199066,0.4539531,0.5738136,0.42512667,0.85771644,0.5501269,0.854215,0.810602,0.55817974,0.854231,0.7737099,0.554084,0.8283432,0.74401265,0.522732,0.84393245,0.7440938,0.51504576,0.838657,0.74830824,0.5345137,0.81803596,0.66308284,,,,,,,,,,
2023:03:04:14:15:53,up_90_1t_,1.033003807,13.9,15.84,176.16,89.77,0.55015635,0.41459006,0.91769695,0.5503416,0.47769138,0.998289,0.5189666,0.4776599,0.9760851,0.5069987,0.5508088,0.85705566,0.47967052,0.6031576,0.98035145,0.5817157,0.4825577,0.99663174,0.59347904,0.56099373,0.8910746,0.6092887,0.60842574,0.9609759,0.5463947,0.62412506,0.89573985,0.51906675,0.6240442,0.8735993,0.52270406,0.7286071,0.92351854,0.5266999,0.81763774,0.8715401,0.5698983,0.6241585,0.83884186,0.55811816,0.72880274,0.91199386,0.55409133,0.8179389,0.93331885,0.54631925,0.40410253,0.93967676,0.5542512,0.40417483,0.909349,0.54241955,0.41985485,0.42741325,0.57384473,0.42508885,0.85629135,0.55018437,0.84927064,0.78426605,0.5620225,0.84925145,0.73702884,0.55040455,0.8232132,0.7419758,0.5228551,0.8438898,0.73982614,0.5187241,0.83867544,0.75312734,0.53451174,0.8180046,0.6708231,,,,,,,,,,
2023:03:04:14:15:53,up_90_1t_,1.098828554,13.8,13.73,176.09,89.75,0.5501515,0.41457686,0.9183889,0.550341,0.47770002,0.9987152,0.5189674,0.47765493,0.9765642,0.506979,0.55602247,0.88541824,0.48328882,0.6083643,0.9689973,0.581711,0.48256585,0.9961697,0.59337693,0.5611034,0.91330934,0.6091172,0.6086315,0.9576454,0.5464219,0.6241205,0.8965907,0.522699,0.6240487,0.8745633,0.5227252,0.72865707,0.92775637,0.5267282,0.81764257,0.8695673,0.5699221,0.62415653,0.8411655,0.5580843,0.7288218,0.9176239,0.55413395,0.81793004,0.9369582,0.5463172,0.40409714,0.93906856,0.5542529,0.4041692,0.90941554,0.54241735,0.41986123,0.41367233,0.5774784,0.42508733,0.85878426,0.5502085,0.84924227,0.7898819,0.5620605,0.84923077,0.7390038,0.5540807,0.82319236,0.74751145,0.52285933,0.84390175,0.74258435,0.51873815,0.83867884,0.75433266,0.5345507,0.8180034,0.6756288,,,,,,,,,,
2023:03:04:14:15:54,up_90_1t_,1.158667564,7.78,10.36,175.89,89.68,0.550154,0.40953127,0.91648763,0.55029833,0.4777249,0.9940226,0.51886207,0.4776145,0.9920165,0.51085293,0.5559716,0.89674246,0.49138477,0.60858077,0.94155127,0.58171874,0.48261917,0.9876627,0.58946705,0.56130624,0.9497532,0.59730446,0.6240626,0.87196165,0.5463476,0.62921405,0.88585025,0.5190614,0.624078,0.87899786,0.52273095,0.72857213,0.92402077,0.5267287,0.81270033,0.87398714,0.56975293,0.62926847,0.8314751,0.5581228,0.72874206,0.9058173,0.55414766,0.8178138,0.9405817,0.5463229,0.39924666,0.93681103,0.55426246,0.40412503,0.9073446,0.54242563,0.41983092,0.419208,0.5774998,0.4250656,0.85982215,0.5501886,0.8491519,0.7885912,0.56204885,0.8491173,0.72956216,0.55410254,0.82303333,0.7536299,0.52283794,0.8388001,0.74411494,0.5187085,0.8335363,0.76029843,0.5345462,0.8178392,0.6994901,,,,,,,,,,
