now_time,trils,duration,left_shoulder,right_shoulder,left_knee,right_neck,0_Nose,,,1_Neck,,,2_RShoulder,,,3_RElbow,,,4_RWrist,,,5_LShoulder,,,6_LElbow,,,7_LWrist,,,8_MidHip,9_RHip,,,10_RKnee,,,11_RAnkle,,,12_LHip,,,13_LKnee,,,14_LAnkle,,,15_REye,,,16_LEye,,,17_REar,18_LEar,,,19_LBigToe,,,20_LSmallToe,,,21_LHeel,,,22_RBigToe,,,23_RSmallToe,,,24_RHeel,,,25_Background,,,26_A_Lneck,27_A_Lshoulder,28_A_Lelbow,29_A_Lhip,30_A_Lknee,31_A_Rneck,32_A_Rshoulder,33_A_Relbow,34_A_Rhip,35_A_Rknee,36_A_middle_left_neck
2023:03:04:19:57:43,up_120_1t_,1.168130398,116.91,114.63,179.95,68.96,0.51864827,0.39893475,0.964188,0.53457814,0.4408384,0.90288854,0.491331,0.44067094,0.93209624,0.44814843,0.41469893,0.8082538,0.40107208,0.39382553,0.884773,0.5775242,0.44093457,0.93558455,0.61698306,0.43015328,0.8344576,0.67170346,0.3987741,0.93781364,0.52665806,0.6030026,0.8827044,0.5108613,0.6029126,0.8757474,0.51473457,0.70255363,0.8495338,0.5151011,0.8123904,0.9411622,0.5502155,0.6030504,0.9190204,0.5502738,0.70784616,0.8411708,0.5502443,0.81274426,0.9258019,0.5150554,0.39373755,0.7388686,0.52277726,0.39384922,0.9436653,0,0,0,0.55005974,0.39921921,0.967547,0.5344663,0.8335682,0.685593,0.5500812,0.8387734,0.72771204,0.550311,0.81803155,0.81695414,0.5070381,0.8336011,0.81945205,0.49145684,0.823209,0.83613044,0.5226836,0.81278926,0.7347304,,,,,,,,,,
2023:03:04:19:57:43,up_120_1t_,1.231959343,118.25,113.38,179.98,64.76,0.5150065,0.39897057,0.9622907,0.53457683,0.44093218,0.90203685,0.49133027,0.44075412,0.92953765,0.44821167,0.41471955,0.81995994,0.40117764,0.39381748,0.8883897,0.5774973,0.44100824,0.9209674,0.61696327,0.4301496,0.8349255,0.6717356,0.39879197,0.9445236,0.52290267,0.60302687,0.8912624,0.5071066,0.6029473,0.8711402,0.5147205,0.70272577,0.84603864,0.51510787,0.8124297,0.94436646,0.55016583,0.60307735,0.9240048,0.5502277,0.71300983,0.85010284,0.55025107,0.81278217,0.9227327,0.51498145,0.39378664,0.66310513,0.51906854,0.39389297,0.94726896,0,0,0,0.54645395,0.40409482,0.95867485,0.53450525,0.833613,0.6799439,0.5500994,0.83880943,0.7210256,0.5503207,0.81805074,0.81629235,0.5070082,0.8336142,0.8183105,0.4914429,0.82321537,0.8384942,0.5226976,0.8175992,0.73853236,,,,,,,,,,
2023:03:04:19:57:43,up_120_1t_,1.29578805,118.25,113.41,179.97,64.75,0.5149814,0.39897344,0.96255356,0.5345477,0.44094196,0.9011291,0.4913056,0.4407517,0.93115896,0.4482177,0.41473535,0.82198644,0.40120012,0.3938044,0.8893186,0.57749,0.4410195,0.91859615,0.6170076,0.42519385,0.8258149,0.6717549,0.3987757,0.9393373,0.5229032,0.60303885,0.8926325,0.5071071,0.60296047,0.8728405,0.5147081,0.7078371,0.8428037,0.5150952,0.81244177,0.94625676,0.5501693,0.6030866,0.9252182,0.55023444,0.7131409,0.8563411,0.55024785,0.81756806,0.9260968,0.51495856,0.3937904,0.6605083,0.51904625,0.39390358,0.95023984,0,0,0,0.54643536,0.40411282,0.9551402,0.5345878,0.83865553,0.68583655,0.550147,0.838829,0.72393924,0.5503014,0.81806344,0.81780165,0.50702345,0.83864707,0.82434297,0.49145502,0.8232282,0.8406626,0.5190714,0.8176115,0.7454075,,,,,,,,,,
2023:03:04:19:57:44,up_120_1t_,1.355628014,116.96,115.71,179.96,64.8,0.51496863,0.39893523,0.96449476,0.5345056,0.44092265,0.90078026,0.48765102,0.4407165,0.93806726,0.4481325,0.41464463,0.8174563,0.40117416,0.39377177,0.8868295,0.57385814,0.44102404,0.91816044,0.6169895,0.4251582,0.8321135,0.66803145,0.3987569,0.9278622,0.5266197,0.6030432,0.89199317,0.51081836,0.6029685,0.8773173,0.51471823,0.7079132,0.84318954,0.51509213,0.8124691,0.94845116,0.5501974,0.6030842,0.9258462,0.550258,0.7182294,0.86202073,0.55024666,0.81759703,0.9268247,0.5149489,0.3937519,0.66722006,0.5190399,0.39387462,0.95079136,0,0,0,0.5464291,0.4040925,0.95617676,0.5384026,0.8386918,0.6921756,0.5501799,0.84385586,0.7287894,0.5502849,0.8180845,0.81326157,0.5070278,0.8386865,0.8244693,0.49143794,0.8281983,0.8404002,0.5190649,0.81763816,0.752082,,,,,,,,,,
2023:03:04:19:57:44,up_120_1t_,1.413473368,116.95,115.7,179.97,64.82,0.5149934,0.39894667,0.9652341,0.53446156,0.44088808,0.8977403,0.487612,0.4406598,0.9451272,0.4481086,0.4146026,0.8179152,0.40114447,0.39376357,0.8874099,0.5738524,0.4410306,0.9175427,0.6169752,0.42513242,0.833683,0.66800606,0.39875302,0.9279319,0.52661556,0.60302967,0.8914754,0.5071271,0.60294366,0.8768606,0.5147176,0.7079008,0.84377563,0.5150965,0.8124666,0.9474058,0.5501931,0.6030761,0.926936,0.55025387,0.7182424,0.86287594,0.55025965,0.8175983,0.9249885,0.514958,0.39374608,0.7375022,0.51906675,0.39387628,0.950665,0,0,0,0.5464491,0.3992723,0.9573763,0.53841877,0.8386936,0.6891866,0.55019224,0.84385663,0.72518885,0.5502937,0.81808555,0.8128517,0.5070252,0.8386892,0.82836974,0.4914363,0.8281972,0.8442485,0.5190717,0.81763476,0.7533849,,,,,,,,,,
2023:03:04:19:57:44,up_120_1t_,1.475307941,116.92,114.71,179.97,69.18,0.51502156,0.3989978,0.96414447,0.53067267,0.44089794,0.8946388,0.48757777,0.4406457,0.949893,0.44428316,0.40953806,0.80875313,0.39731348,0.39375535,0.8828689,0.57385063,0.4410485,0.9146465,0.6169693,0.42514378,0.8350023,0.668015,0.39875838,0.93212306,0.5229243,0.6030297,0.8921536,0.50712323,0.60293955,0.87744784,0.51472205,0.7079189,0.84316814,0.5150843,0.8124676,0.9476128,0.55019057,0.60307825,0.92685395,0.5502555,0.7182695,0.86404973,0.5502563,0.81760603,0.92598325,0.5149553,0.39374968,0.8174019,0.5226962,0.3939084,0.95376015,0,0,0,0.54646194,0.40410003,0.9514004,0.5384458,0.8387177,0.68975306,0.55021137,0.84386796,0.72426426,0.55028373,0.8180871,0.811849,0.5070439,0.83870363,0.83177143,0.4914347,0.8282107,0.8462704,0.51905566,0.81763536,0.7547298,,,,,,,,,,
2023:03:04:19:57:44,up_120_1t_,1.544769764,115.6,116.02,179.96,69.24,0.51504254,0.39901087,0.9619667,0.53066707,0.4409302,0.89323366,0.48759273,0.4406922,0.9436855,0.44815397,0.41468102,0.81710297,0.3973299,0.39379227,0.89231366,0.57385266,0.4410456,0.9138348,0.6169922,0.42517304,0.8333533,0.6680306,0.39877945,0.93226093,0.52661467,0.6029954,0.8889302,0.50712335,0.6029045,0.8734047,0.514722,0.70786875,0.8434777,0.5150693,0.81245524,0.94701064,0.5502008,0.60304403,0.9240296,0.55025864,0.7182279,0.86135006,0.55023724,0.8176139,0.92965573,0.51495,0.39375708,0.8397192,0.5227139,0.39390492,0.9524096,0,0,0,0.5464547,0.3992676,0.9484691,0.53842723,0.8387391,0.68852544,0.5502036,0.84389496,0.7238065,0.5502601,0.81810254,0.81630105,0.5070306,0.83871424,0.8349224,0.49141854,0.82822293,0.85156083,0.5190327,0.8176247,0.75493777,,,,,,,,,,
2023:03:04:19:57:44,up_120_1t_,1.604119062,115.56,116.06,179.97,69.39,0.5150621,0.39891168,0.96504027,0.53064644,0.44093683,0.897583,0.48757902,0.44074094,0.9451906,0.44813702,0.41467604,0.812087,0.39733025,0.39379805,0.89120877,0.57385784,0.44098827,0.92443824,0.61699206,0.42519692,0.83724064,0.66802377,0.39878398,0.9334624,0.5266375,0.6030191,0.89020014,0.5108349,0.60294026,0.8790432,0.51472247,0.7079241,0.8421762,0.5151006,0.8124465,0.9469247,0.5502219,0.60305977,0.92587745,0.55027145,0.7182783,0.8662335,0.5502563,0.8176013,0.9290555,0.514971,0.39368957,0.81693494,0.52271956,0.3938087,0.94865143,0,0,0,0.5464351,0.39917263,0.95946234,0.5384568,0.8387032,0.69077665,0.550221,0.843849,0.72543263,0.5502873,0.81808203,0.8188416,0.5070643,0.8386909,0.83767503,0.49144843,0.82820386,0.8500503,0.5226808,0.81760573,0.75424,,,,,,,,,,
2023:03:04:19:57:44,up_120_1t_,1.661537886,116.39,116.06,179.97,69.4,0.5150628,0.39886385,0.9660702,0.53065854,0.44090843,0.89954937,0.48756182,0.44071943,0.9471731,0.44430923,0.40955743,0.80279845,0.39724907,0.39376044,0.8901463,0.57750475,0.4409452,0.9320714,0.6170217,0.4251624,0.8327491,0.6680537,0.3987665,0.9350353,0.5266513,0.6030206,0.889806,0.5108357,0.6029418,0.87886286,0.5147259,0.7129867,0.8424328,0.51509154,0.81246936,0.9486037,0.5502429,0.60305893,0.9245353,0.5502702,0.718299,0.86792713,0.55024666,0.8176285,0.9310371,0.5149814,0.3936347,0.8036418,0.52272105,0.39376754,0.9471803,0,0,0,0.5464309,0.39913955,0.96015525,0.5384198,0.8387267,0.6903649,0.55018836,0.8438898,0.7294982,0.5502854,0.82293874,0.8206734,0.5070298,0.8387121,0.83286685,0.49143764,0.8282218,0.8472848,0.51906496,0.81763095,0.7518481,,,,,,,,,,
2023:03:04:19:57:44,up_120_1t_,1.723372459,116.4,116.08,179.97,69.4,0.5150461,0.3988707,0.96614957,0.53065157,0.44093364,0.89874893,0.48756263,0.44074708,0.94714993,0.4443315,0.41458318,0.8036187,0.3972675,0.39375237,0.8902938,0.57749754,0.44096163,0.93023694,0.617,0.42516366,0.83826584,0.6680438,0.39875904,0.93602186,0.5266478,0.6030289,0.89103115,0.5108285,0.6029519,0.87935853,0.51472205,0.7079353,0.84232354,0.51509094,0.81245404,0.9480701,0.5502423,0.60306805,0.92549163,0.55027527,0.71827716,0.8660434,0.55024606,0.81761163,0.93045855,0.5149678,0.39364982,0.7936024,0.5227002,0.39377102,0.94809043,0,0,0,0.5464212,0.3991367,0.9621764,0.5384248,0.83869725,0.6888175,0.55019164,0.8438582,0.7261795,0.5502796,0.8180984,0.8206532,0.50702804,0.83868927,0.83238184,0.4914332,0.8282028,0.8491037,0.5190628,0.817618,0.75343364,,,,,,,,,,
2023:03:04:19:57:44,up_120_1t_,1.787201881,116.41,116.06,179.97,69.38,0.51504415,0.39889896,0.9639164,0.53062266,0.4409114,0.8994596,0.4875386,0.44070128,0.95064414,0.44426492,0.40954116,0.8033759,0.39722487,0.39373365,0.89384025,0.5774821,0.44097167,0.9262982,0.61696833,0.42517176,0.8431513,0.6680398,0.3987553,0.9393897,0.5266258,0.6030264,0.8913896,0.50712335,0.60294217,0.87575316,0.5147069,0.70786595,0.8421907,0.5151028,0.8124402,0.9466116,0.5502203,0.60306823,0.9270616,0.5502647,0.7181853,0.8592929,0.55025405,0.81759274,0.9296722,0.51496536,0.3936614,0.80347216,0.5227049,0.3937969,0.94772595,0,0,0,0.5464341,0.3991656,0.9593294,0.53838915,0.83867013,0.6844589,0.5501674,0.843837,0.7213857,0.5502995,0.8180925,0.82334274,0.50702876,0.8386443,0.8304949,0.49146557,0.82322747,0.84526265,0.5226896,0.8176071,0.74717045,,,,,,,,,,
2023:03:04:19:57:44,up_120_1t_,1.845047474,116.4,116.05,179.97,69.36,0.51504266,0.39891192,0.9644728,0.5306307,0.4408949,0.89824206,0.4875494,0.44069007,0.9504207,0.44429046,0.4095603,0.80267847,0.39723918,0.39374983,0.8932765,0.57748646,0.44095176,0.92825645,0.61695725,0.42515653,0.8417655,0.6680356,0.39876336,0.93910104,0.5266221,0.603018,0.89132756,0.50711644,0.6029323,0.87521243,0.5146949,0.7078595,0.84087527,0.51509094,0.8124432,0.9470299,0.55021983,0.6030613,0.92666095,0.5502606,0.71317506,0.8594685,0.55025214,0.81760657,0.9296698,0.5149611,0.39366883,0.8143401,0.5227025,0.39380896,0.949482,0,0,0,0.54643583,0.3991717,0.9587817,0.5384065,0.83869946,0.68734545,0.5501833,0.84386635,0.72348905,0.55029076,0.8181083,0.8207384,0.5070213,0.8386537,0.82960874,0.49143964,0.8281725,0.84601176,0.5190672,0.81761825,0.74939513,,,,,,,,,,
2023:03:04:19:57:44,up_120_1t_,1.90089798,115.56,116.03,179.96,69.33,0.51504725,0.39893252,0.96424836,0.530634,0.44089606,0.8968721,0.48756874,0.44067705,0.94842726,0.44805387,0.41459793,0.8067451,0.39727747,0.39376998,0.89200413,0.5738502,0.4409843,0.92209196,0.6169522,0.42517066,0.8392399,0.6680167,0.39877513,0.9364184,0.52662265,0.6030067,0.8912395,0.5071248,0.6029181,0.87622,0.51469815,0.70785415,0.84230417,0.5150904,0.8124458,0.94781315,0.5502139,0.60305583,0.92715555,0.55026853,0.7181826,0.8609061,0.55025303,0.81761193,0.9311779,0.51496226,0.3936888,0.82530713,0.5227105,0.39382914,0.95034057,0,0,0,0.5464445,0.39919162,0.9572039,0.5384025,0.83869755,0.6887274,0.5501807,0.84386784,0.7250452,0.5502971,0.82293886,0.8214062,0.5070239,0.8386566,0.8301144,0.49144343,0.82817626,0.8460177,0.5190669,0.8176186,0.74944353,,,,,,,,,,
2023:03:04:19:57:44,up_120_1t_,1.962257385,114.77,116.01,180,69.26,0.5150284,0.39897093,0.96333534,0.53064996,0.44090816,0.89527965,0.4875902,0.44067317,0.94586563,0.4480968,0.41461366,0.81433964,0.39729613,0.3938022,0.8929091,0.57384527,0.4410161,0.9162914,0.61699545,0.42518863,0.8349391,0.67168176,0.39878377,0.93663454,0.526619,0.60301864,0.89131045,0.5108207,0.602927,0.87787485,0.51470166,0.7078844,0.84463227,0.51508,0.812467,0.949893,0.5501941,0.60306984,0.92740417,0.55023223,0.71822757,0.86570305,0.5502582,0.8176151,0.92952573,0.51494133,0.3937203,0.8303423,0.52269244,0.39387017,0.9523233,0,0,0,0.5464393,0.39922985,0.9551917,0.53459513,0.83865714,0.6837329,0.5501349,0.84385055,0.7232412,0.5503153,0.8229458,0.82224435,0.5069939,0.8386437,0.82465756,0.49145398,0.82322985,0.842952,0.51906204,0.81763524,0.7493863,,,,,,,,,,
2023:03:04:19:57:44,up_120_1t_,2.026086569,116.07,115.71,179.98,69.24,0.5150313,0.39900428,0.9626612,0.53063774,0.440936,0.8940127,0.4876049,0.44067565,0.94213194,0.44809833,0.41465375,0.8157082,0.40104,0.39379954,0.8880766,0.5737978,0.4410891,0.90266806,0.6169439,0.43018663,0.8397017,0.67171985,0.39882687,0.9445615,0.52291316,0.6030286,0.891968,0.50712115,0.60293967,0.87611336,0.51469415,0.7078948,0.84513646,0.51510316,0.81244946,0.9484655,0.5501686,0.60308725,0.92788434,0.55022424,0.71820235,0.8644444,0.5502361,0.81758946,0.93047434,0.5149474,0.3937517,0.83058643,0.52269727,0.3939042,0.95363605,0,0,0,0.54644316,0.39925998,0.95461065,0.5345822,0.83361775,0.68470913,0.5501262,0.83881676,0.72485214,0.5502926,0.8180919,0.8272283,0.5070009,0.83863956,0.8238797,0.49146014,0.82322276,0.84154356,0.5226941,0.81761265,0.7475485,,,,,,,,,,
2023:03:04:19:57:44,up_120_1t_,2.0839324,116.09,114.72,179.99,69.25,0.51503384,0.39899042,0.96306896,0.5306325,0.44095773,0.8934938,0.4876113,0.44068465,0.94290066,0.4480754,0.41464624,0.8142992,0.39732638,0.39378902,0.88659286,0.573775,0.4411323,0.8960393,0.6169074,0.43017688,0.8397371,0.6717298,0.39881933,0.9458684,0.52291167,0.6030238,0.8919037,0.50712913,0.6029348,0.876138,0.5146925,0.70786595,0.84488785,0.5186556,0.8124413,0.94842434,0.55016184,0.6030842,0.92733455,0.55022097,0.713168,0.86135155,0.550257,0.8175813,0.9271023,0.5149651,0.39375657,0.8158107,0.5226962,0.39390263,0.9526726,0,0,0,0.5464232,0.40407825,0.9546253,0.53456163,0.838637,0.6815939,0.5501103,0.8388056,0.72124887,0.5503195,0.81808984,0.8225589,0.5069808,0.8386439,0.81932086,0.49145785,0.8232171,0.8386021,0.5227237,0.81760883,0.7449721,,,,,,,,,,
2023:03:04:19:57:44,up_120_1t_,2.139782906,116.07,114.72,180,69.26,0.5150417,0.39898956,0.96360195,0.53062314,0.4409435,0.8936669,0.48760337,0.440672,0.9441005,0.44805202,0.41462234,0.810983,0.39732376,0.3937802,0.88324815,0.5737702,0.44111055,0.8971125,0.6169178,0.43016374,0.8375808,0.6717409,0.39881712,0.94747865,0.5229099,0.6030194,0.8921776,0.5108152,0.60293293,0.87663996,0.5146991,0.70789135,0.846037,0.5186522,0.81244224,0.94870365,0.5501566,0.60308015,0.9276302,0.550215,0.7181985,0.864076,0.55026346,0.81758124,0.9266197,0.5149691,0.39375693,0.8230884,0.5227018,0.39390177,0.953579,0,0,0,0.54642206,0.3992714,0.9551347,0.53457963,0.8336154,0.6820173,0.55012,0.83880055,0.7219546,0.5503247,0.8180867,0.8233685,0.50699806,0.8336151,0.8198221,0.49146008,0.8232103,0.8396395,0.5227228,0.8176092,0.7472917,,,,,,,,,,
