now_time,trils,duration,left_shoulder,right_shoulder,left_knee,right_neck,0_Nose,,,1_Neck,,,2_RShoulder,,,3_RElbow,,,4_RWrist,,,5_LShoulder,,,6_LElbow,,,7_LWrist,,,8_MidHip,9_RHip,,,10_RKnee,,,11_RAnkle,,,12_LHip,,,13_LKnee,,,14_LAnkle,,,15_REye,,,16_LEye,,,17_REar,18_LEar,,,19_LBigToe,,,20_LSmallToe,,,21_LHeel,,,22_RBigToe,,,23_RSmallToe,,,24_RHeel,,,25_Background,,,26_A_Lneck,27_A_Lshoulder,28_A_Lelbow,29_A_Lhip,30_A_Lknee,31_A_Rneck,32_A_Rshoulder,33_A_Relbow,34_A_Rhip,35_A_Rknee,36_A_middle_left_neck
2023:03:04:19:57:43,up_120_1t_,0.539146185,123.88,119.81,179.94,84.44,0.52670634,0.39915934,0.91648287,0.530559,0.44081578,0.89935577,0.48746997,0.44061145,0.9643145,0.44808683,0.40435475,0.84406036,0.40104342,0.3882969,0.85367686,0.5737788,0.44076973,0.93265074,0.6132445,0.4094667,0.8368281,0.6639917,0.38329437,0.834847,0.5266464,0.6030491,0.90182406,0.5108889,0.602985,0.8988476,0.5110646,0.7078885,0.83809525,0.51499224,0.8124631,0.9495877,0.55021507,0.6030549,0.9362841,0.5503026,0.7182892,0.86201614,0.5502787,0.81761765,0.932925,0.51901054,0.39396754,0.978145,0.54226303,0.3987069,0.9487151,0.51491016,0.39888155,0.5566808,0.5502777,0.3991908,0.8789446,0.5423608,0.83880126,0.72016215,0.5503891,0.8438612,0.7265395,0.5502396,0.81806517,0.8246873,0.5071066,0.83869004,0.8436873,0.49142098,0.82821244,0.8593015,0.51894456,0.8176077,0.78450996,,,,,,,,,,
2023:03:04:19:57:43,up_120_1t_,0.626519203,121.59,117.42,179.93,78.02,0.52664435,0.39914298,0.92174256,0.5305708,0.44082066,0.90002394,0.4874755,0.43583673,0.9625813,0.44809863,0.4042802,0.8558456,0.40103093,0.3883087,0.85866714,0.5737955,0.44083804,0.9305977,0.6131925,0.40955523,0.83710986,0.6640493,0.38829634,0.8432245,0.5266563,0.6029856,0.8942744,0.51091033,0.60291356,0.89239025,0.5146685,0.70789057,0.8356801,0.51502734,0.81246793,0.95016956,0.55021566,0.6029966,0.93222857,0.5503268,0.71824795,0.8568386,0.5503019,0.81763715,0.92753416,0.5189948,0.39395604,0.976877,0.5385264,0.3987055,0.94492745,0.51493025,0.3987977,0.40482315,0.550284,0.39920574,0.8879155,0.54229015,0.83881646,0.7073643,0.55032164,0.8439128,0.72545034,0.55028486,0.81809396,0.82080966,0.50708044,0.838707,0.8421236,0.49143735,0.82821524,0.85460836,0.51899135,0.8176073,0.7739996,,,,,,,,,,
2023:03:04:19:57:43,up_120_1t_,0.686330557,119.31,114.65,179.93,74.07,0.5266801,0.3990858,0.9189903,0.53842646,0.44079754,0.9093957,0.49135646,0.44063243,0.935253,0.44810316,0.40952855,0.8281736,0.40102834,0.39374608,0.87408817,0.5776422,0.44079545,0.95379645,0.62092507,0.42509878,0.7982826,0.67175084,0.39381897,0.9102758,0.53055584,0.6029954,0.8748557,0.5109946,0.6029183,0.8861053,0.5147768,0.69750655,0.84932005,0.5150905,0.81234825,0.9369118,0.5503438,0.60300213,0.91671646,0.5503931,0.7078229,0.83910406,0.55032164,0.8127198,0.9279313,0.51905674,0.3939101,0.95247936,0.54225254,0.39391533,0.9488653,0.515043,0.39874312,0.19895458,0.55040586,0.39913368,0.9203356,0.5345151,0.83352816,0.6948319,0.55012363,0.8387828,0.73750174,0.550397,0.81803495,0.8140146,0.5070264,0.8335438,0.8230105,0.4914375,0.82316524,0.8453552,0.5190695,0.8127658,0.7403172,,,,,,,,,,
2023:03:04:19:57:43,up_120_1t_,0.744176388,120.58,112.34,179.91,74.09,0.52667755,0.39907598,0.92002237,0.538416,0.4407696,0.90856564,0.4913575,0.44061503,0.9339929,0.4481436,0.41467547,0.8266591,0.39729857,0.39385122,0.88204956,0.57763326,0.44075003,0.9528642,0.62093943,0.4250485,0.79398,0.6717646,0.3938674,0.91967845,0.52678394,0.603029,0.87540746,0.51096636,0.6029508,0.8836617,0.514793,0.6975444,0.8451808,0.5186728,0.8123666,0.93880284,0.550319,0.6030405,0.9193809,0.55039614,0.7077881,0.83349705,0.55031013,0.8127293,0.9262984,0.5190588,0.39389613,0.95139587,0.54224795,0.39390984,0.9498285,0.51503307,0.39871836,0.20134468,0.55040145,0.3991287,0.91859627,0.5344745,0.8335793,0.68941206,0.55010325,0.83881164,0.7347357,0.5503882,0.81804997,0.8125878,0.50700665,0.8386505,0.82154447,0.49143234,0.8281663,0.83913076,0.5227353,0.817564,0.72997236,,,,,,,,,,
2023:03:04:19:57:43,up_120_1t_,0.802021503,120.57,110.81,179.95,74.04,0.5266461,0.3990605,0.92353886,0.53846604,0.44078434,0.910838,0.49142537,0.44067034,0.9303369,0.45192894,0.41979977,0.8420215,0.40117314,0.39871666,0.87984,0.57764477,0.4407291,0.953608,0.6209487,0.4251329,0.7946999,0.67175615,0.39391273,0.9156227,0.5267828,0.6029594,0.87206674,0.5109688,0.60287243,0.879511,0.51475054,0.69744575,0.8518663,0.5151046,0.8123397,0.9346178,0.550317,0.6029845,0.9182931,0.5503466,0.70269287,0.84431237,0.5502813,0.81271785,0.92907536,0.5190289,0.3938954,0.95600766,0.5385237,0.39388937,0.9458043,0.5150258,0.3987509,0.20060158,0.5503853,0.39908317,0.9254869,0.53445995,0.83357567,0.69284296,0.55009884,0.838813,0.73700505,0.5503588,0.81804585,0.81870174,0.50704217,0.8335727,0.8200686,0.49144906,0.82318515,0.83690476,0.522691,0.81275904,0.7310545,,,,,,,,,,
2023:03:04:19:57:43,up_120_1t_,0.859866858,120.58,110.81,179.97,69.42,0.5228874,0.39907363,0.92620105,0.5384378,0.44080627,0.908883,0.49142218,0.44068646,0.92948186,0.45195264,0.41980177,0.8438354,0.4011786,0.39871985,0.8829587,0.57761705,0.44078028,0.94881463,0.6208824,0.42513183,0.7961005,0.6717321,0.3939524,0.9164524,0.52674085,0.6029519,0.8746649,0.5109389,0.60286385,0.87770325,0.5147413,0.69744515,0.8550909,0.5186539,0.8123405,0.9378649,0.5502749,0.60298246,0.91945827,0.550303,0.70269746,0.8468941,0.55026996,0.8127274,0.93010044,0.51898515,0.3938902,0.95540744,0.53845567,0.39389867,0.9406933,0.51502895,0.39876226,0.14410573,0.5503663,0.39909214,0.93234545,0.53065383,0.83355504,0.69090503,0.54646343,0.8387863,0.73550844,0.5503536,0.8180552,0.82098705,0.50702876,0.8335555,0.81687295,0.49146137,0.82316804,0.8338309,0.5227156,0.8127591,0.7314422,,,,,,,,,,
2023:03:04:19:57:43,up_120_1t_,0.919303656,120.61,113.24,179.95,69.18,0.52270913,0.3990981,0.9365432,0.53843755,0.4407915,0.91060394,0.49140382,0.44066942,0.92790323,0.45192707,0.41978812,0.8376002,0.4011165,0.39391524,0.88311183,0.57761025,0.44081926,0.9499814,0.61710876,0.4251603,0.8066364,0.6717,0.3939673,0.92482626,0.5267085,0.602992,0.87791204,0.51090354,0.6029002,0.87753284,0.5147401,0.6975022,0.84889156,0.51509917,0.81235325,0.9368472,0.5502519,0.6030258,0.92049545,0.5503011,0.70781744,0.84243006,0.5502606,0.81273293,0.9290494,0.51888233,0.3938963,0.94694895,0.53452617,0.39393416,0.9296802,0.515068,0.39891046,0.06442975,0.55030966,0.3991393,0.94375294,0.53446877,0.83355725,0.68822885,0.5500905,0.8387824,0.7321644,0.5503368,0.8180412,0.81872267,0.5070509,0.8335587,0.8192358,0.49145976,0.82317895,0.8352769,0.5226847,0.8127608,0.73370993,,,,,,,,,,
2023:03:04:19:57:43,up_120_1t_,0.982625484,120.62,113.26,179.95,64.84,0.5189479,0.39902085,0.95501494,0.53841764,0.44080588,0.9099677,0.49141815,0.44066027,0.9251501,0.44820866,0.41465852,0.8245982,0.40104,0.3938434,0.88410217,0.57758397,0.44085908,0.94576126,0.6208434,0.4251195,0.8050506,0.6716858,0.39395702,0.9220419,0.5267101,0.60298264,0.8774018,0.5109113,0.60289246,0.87853193,0.5147461,0.69754654,0.8485692,0.5150804,0.8123603,0.9389303,0.5502474,0.6030168,0.9186584,0.5502914,0.70785975,0.84443444,0.5502386,0.8127301,0.9327234,0.51878566,0.3938099,0.91742635,0.53058743,0.393894,0.92733026,0,0,0,0.55025095,0.39918017,0.95067656,0.53450227,0.8335574,0.69229835,0.5501078,0.83877057,0.7355515,0.55030566,0.81802374,0.8220012,0.5070717,0.8335667,0.8234666,0.49145594,0.82319194,0.83895594,0.5190467,0.81276304,0.7398489,,,,,,,,,,
2023:03:04:19:57:43,up_120_1t_,1.050444603,120.66,113.29,179.95,64.62,0.51871544,0.39902046,0.9657999,0.538396,0.4408224,0.907332,0.49137884,0.44068065,0.92569387,0.44818965,0.4146796,0.8171902,0.40108246,0.39381865,0.8875799,0.57758015,0.44091195,0.9405178,0.6208475,0.42512012,0.8072789,0.6716944,0.3939457,0.9184045,0.5266577,0.6029929,0.8803503,0.5108602,0.60290873,0.87308335,0.51472396,0.6975509,0.8469003,0.5150899,0.8123718,0.94028693,0.5502054,0.60302895,0.91950774,0.55025893,0.70780045,0.8414112,0.55022496,0.8127504,0.9300524,0.5150911,0.3937928,0.8070938,0.5228725,0.39391363,0.9410941,0,0,0,0.5501587,0.39923543,0.95823294,0.53060263,0.8335495,0.688411,0.5464183,0.83878624,0.7341382,0.5503077,0.8180592,0.82651806,0.50698817,0.8336056,0.8118503,0.491429,0.8232181,0.8330704,0.5190725,0.8127749,0.73089224,,,,,,,,,,
2023:03:04:19:57:43,up_120_1t_,1.110284328,121.56,113.31,179.95,64.64,0.51868904,0.3989804,0.96664286,0.53837246,0.4408444,0.90450364,0.49137112,0.44069892,0.9269517,0.4482184,0.4146997,0.8206057,0.40108788,0.39381593,0.88706625,0.57755667,0.44092676,0.9397872,0.61708164,0.42513198,0.8184714,0.66804695,0.3939658,0.91862476,0.5266525,0.6029756,0.87963796,0.51085573,0.6028902,0.8713175,0.5147216,0.697543,0.8490852,0.5150888,0.8123753,0.9409902,0.5502039,0.6030169,0.9173436,0.5502638,0.7078007,0.84049815,0.55023634,0.81274116,0.9274856,0.5150778,0.39376822,0.78297734,0.5228287,0.39387792,0.94285846,0,0,0,0.55010706,0.3992075,0.96539736,0.5306032,0.8335349,0.68758523,0.54641694,0.83877134,0.7318854,0.5503168,0.8180504,0.82404333,0.5069891,0.8335972,0.813532,0.49143526,0.823214,0.83428293,0.5190714,0.8127788,0.732293,,,,,,,,,,
