now_time,trils,duration,left_shoulder,right_shoulder,left_knee,right_neck,0_Nose,,,1_Neck,,,2_RShoulder,,,3_RElbow,,,4_RWrist,,,5_LShoulder,,,6_LElbow,,,7_LWrist,,,8_MidHip,9_RHip,,,10_RKnee,,,11_RAnkle,,,12_LHip,,,13_LKnee,,,14_LAnkle,,,15_REye,,,16_LEye,,,17_REar,18_LEar,,,19_LBigToe,,,20_LSmallToe,,,21_LHeel,,,22_RBigToe,,,23_RSmallToe,,,24_RHeel,,,25_Background,,,26_A_Lneck,27_A_Lshoulder,28_A_Lelbow,29_A_Lhip,30_A_Lknee,31_A_Rneck,32_A_Rshoulder,33_A_Relbow,34_A_Rhip,35_A_Rknee,36_A_middle_left_neck
2023:03:04:22:46:56,down_150_1t_,0.5333302021026611,18.30,-1.00,134.23,39.95,0.50710845,0.4721052,0.88226265,0.5424629,0.5139796,0.7472517,0.5424037,0.49853304,0.72240835,0.5424057,0.5821438,0.073304474,0.0,0.0,0.0,0.5424502,0.5191643,0.92189276,0.5385219,0.5978594,0.81291157,0.51883805,0.6557139,0.8746707,0.56202024,0.6449929,0.7896205,0.5697948,0.64480925,0.720049,0.5227801,0.7234223,0.6729375,0.54241294,0.8124533,0.64931667,0.5619724,0.64517164,0.8540586,0.51884496,0.7286864,0.93215585,0.55031693,0.8229663,0.8955041,0.5069581,0.45137143,0.4797127,0.514817,0.45131058,0.9002597,0.0,0.0,0.0,0.5344684,0.45135218,0.80282605,0.51099676,0.8490042,0.8178709,0.518932,0.85445935,0.85915613,0.5659469,0.8387369,0.8534744,0.5109343,0.82294315,0.45410457,0.5110613,0.8178264,0.40081677,0.5503356,0.8127677,0.2456902
2023:03:04:22:46:56,down_150_1t_,0.6211233139038086,18.22,-1.00,134.20,39.97,0.5108823,0.47204426,0.8808254,0.54611313,0.5140038,0.7604959,0.5461045,0.50366426,0.7263698,0.5424061,0.58220524,0.072066866,0.0,0.0,0.0,0.5460899,0.5191468,0.9204798,0.5422477,0.59777856,0.8008726,0.51884913,0.6557007,0.874584,0.56204545,0.64498776,0.79444647,0.5698075,0.6448187,0.7291224,0.52275985,0.72342473,0.6863963,0.54240626,0.8124819,0.666054,0.5619995,0.6451635,0.8573816,0.5188308,0.728682,0.9349239,0.55031824,0.82298946,0.8926186,0.5070707,0.45132357,0.57511574,0.514892,0.4512749,0.9036235,0.0,0.0,0.0,0.53455627,0.4513897,0.79698586,0.51099086,0.84901774,0.81526446,0.51892227,0.8544656,0.8565902,0.5659329,0.83876294,0.855162,0.51091,0.8229659,0.46813244,0.5110437,0.817841,0.41573003,0.5503359,0.81758946,0.2557422
2023:03:04:22:46:56,down_150_1t_,0.6859216690063477,17.90,-1.00,134.36,36.97,0.5147183,0.46695697,0.9115797,0.54622525,0.50899065,0.7731513,0.5462359,0.5035894,0.73953897,0.5463599,0.5769605,0.07613324,0.0,0.0,0.0,0.54613584,0.5191503,0.92740005,0.5423878,0.5977774,0.8331415,0.51897204,0.65569377,0.87827116,0.56205666,0.6448099,0.7946799,0.5697735,0.6398042,0.7280864,0.5266551,0.72340715,0.6421715,0.5424285,0.8123655,0.616933,0.5620416,0.6449958,0.8635937,0.5189363,0.7286678,0.9346354,0.55029094,0.82298774,0.8994299,0.5108418,0.44625536,0.7769406,0.5186788,0.44620252,0.944477,0.0,0.0,0.0,0.54244787,0.446267,0.83979887,0.51099485,0.8439905,0.8153219,0.5189089,0.8544285,0.8619304,0.5658749,0.8387973,0.86566347,0.51095754,0.81799346,0.4478123,0.51469994,0.81772786,0.38964096,0.5502908,0.8127227,0.23582691
2023:03:04:22:46:56,down_150_1t_,0.7437670230865479,17.90,-1.00,134.31,39.92,0.51101446,0.46686935,0.8896678,0.5461597,0.50895274,0.77393657,0.5461696,0.49849367,0.74588037,0.54630303,0.5717815,0.10005675,0.0,0.0,0.0,0.54610795,0.5191113,0.9177177,0.5423753,0.5977794,0.83563733,0.51895297,0.65566546,0.87818986,0.5620247,0.64488995,0.8050258,0.5697875,0.6447463,0.7422284,0.52662206,0.72345597,0.6828535,0.54243946,0.8124315,0.67797333,0.56198555,0.64506686,0.8612137,0.5188919,0.72869587,0.9348265,0.5503082,0.8229919,0.89251316,0.5108451,0.44618145,0.6893556,0.51502645,0.44616255,0.9371428,0.0,0.0,0.0,0.5422791,0.4512263,0.8330205,0.5109964,0.8440001,0.8152112,0.5189194,0.8544112,0.8596067,0.56588316,0.83878374,0.86954904,0.5109134,0.81802255,0.4899286,0.5110495,0.8177653,0.434067,0.5503266,0.8127759,0.26772565
2023:03:04:22:46:56,down_150_1t_,0.8036069869995117,17.19,-1.00,134.27,20.71,0.51083934,0.46693835,0.87832206,0.54610974,0.5088818,0.7697494,0.5424331,0.49841186,0.7340601,0.542441,0.5768919,0.079081394,0.0,0.0,0.0,0.5461081,0.5142298,0.91700685,0.54230446,0.59781337,0.8246371,0.51889443,0.66064435,0.8694777,0.56199217,0.6448517,0.79873025,0.56976634,0.639838,0.72968584,0.5228049,0.7234097,0.6886786,0.5424138,0.81241137,0.6695846,0.56196356,0.64504296,0.8594763,0.5188523,0.7287061,0.9423343,0.5503303,0.8229838,0.8916834,0.50699145,0.4462254,0.5328252,0.5148822,0.4461817,0.927332,0.0,0.0,0.0,0.53848845,0.4462324,0.84118026,0.5109902,0.84398806,0.8103321,0.5189151,0.8544031,0.8538054,0.5659113,0.8387563,0.8671373,0.51089764,0.818006,0.4895038,0.511039,0.8177435,0.433419,0.5503153,0.8127481,0.2666033
2023:03:04:22:46:57,down_150_1t_,0.861452579498291,17.54,-1.00,136.37,43.09,0.5070573,0.4670575,0.88658226,0.54610366,0.5088415,0.77040756,0.5461115,0.4932672,0.74142724,0.54620636,0.5718473,0.0773483,0.0,0.0,0.0,0.546085,0.5142427,0.91165066,0.5422948,0.5977737,0.818251,0.5189043,0.65570086,0.87089026,0.5619949,0.6448777,0.80193436,0.5697974,0.639856,0.7313069,0.5228307,0.7234355,0.6748027,0.5424022,0.812396,0.65795475,0.55817455,0.6450723,0.8595815,0.51886255,0.728731,0.9450647,0.5503349,0.82298684,0.89346534,0.50313294,0.4512549,0.55835384,0.5148437,0.4462097,0.9342765,0.0,0.0,0.0,0.54221976,0.44618106,0.84862024,0.51099145,0.8439744,0.8076333,0.5189101,0.8544061,0.85108674,0.5659185,0.83875567,0.8686638,0.51089054,0.81799376,0.4846211,0.51104367,0.8177272,0.42612773,0.5503023,0.812733,0.26214364
2023:03:04:22:46:57,down_150_1t_,0.9212923049926758,16.13,-1.00,136.37,43.25,0.50704134,0.46697077,0.8775243,0.54610157,0.50879914,0.76132154,0.5461589,0.49317604,0.743591,0.5424145,0.57688653,0.07461946,0.0,0.0,0.0,0.5424238,0.51421,0.90136003,0.5422764,0.5927547,0.8091258,0.51889163,0.6556469,0.8762892,0.56204015,0.64489275,0.80614144,0.56987256,0.6398696,0.741071,0.5228568,0.72343224,0.6903186,0.54239607,0.81240135,0.6801881,0.5581723,0.6450875,0.85806954,0.5188662,0.72872543,0.9435689,0.550338,0.82298565,0.8921249,0.5030972,0.44624904,0.5689648,0.5148397,0.44615304,0.9383956,0.0,0.0,0.0,0.5384975,0.44618288,0.8468606,0.5109754,0.8439619,0.80552256,0.51890135,0.85438955,0.84954935,0.5659149,0.83875096,0.8706495,0.510854,0.8179723,0.50152594,0.5110223,0.81770635,0.44398612,0.55030245,0.81273925,0.27217215
2023:03:04:22:46:57,down_150_1t_,0.9831268787384033,16.13,-1.00,134.29,43.23,0.5070412,0.46694827,0.8741542,0.5460824,0.5087805,0.7519227,0.5461561,0.48818824,0.7455104,0.542357,0.5769178,0.07105818,0.0,0.0,0.0,0.54240555,0.51421136,0.900486,0.5422275,0.5977343,0.808069,0.5188714,0.65565604,0.8764291,0.5620298,0.64486176,0.79943645,0.5698409,0.63982666,0.7324295,0.52283007,0.72339004,0.692238,0.5423891,0.81241924,0.69108623,0.56194186,0.6450609,0.8559266,0.51886165,0.72870845,0.9423708,0.5503423,0.82300305,0.8894957,0.50309855,0.4462132,0.5772237,0.5148311,0.44614553,0.9358283,0.0,0.0,0.0,0.53846776,0.44617563,0.84547347,0.5109812,0.8439856,0.80515426,0.5189039,0.8544059,0.84922755,0.5659079,0.8387751,0.8683687,0.5108509,0.8179914,0.50827205,0.511024,0.8177284,0.45348388,0.5502955,0.8127639,0.27758408
2023:03:04:22:46:57,down_150_1t_,1.0469565391540527,17.32,-1.00,134.31,57.05,0.5070484,0.46692175,0.8744684,0.5424595,0.5037323,0.75195205,0.5461094,0.48812056,0.7545171,0.54234695,0.57176435,0.08227328,0.5227789,0.6293984,0.059217665,0.5423991,0.5142051,0.8996186,0.54225785,0.5926797,0.81275755,0.5188838,0.655578,0.8840607,0.56197625,0.6448035,0.7933679,0.5659759,0.63977563,0.72138625,0.5228021,0.72336644,0.6891002,0.5423668,0.81240606,0.68623054,0.5619404,0.6449925,0.85589087,0.518871,0.72869176,0.93969786,0.5503467,0.8229929,0.8910985,0.5031101,0.44618517,0.5919737,0.5148271,0.44614252,0.9363256,0.0,0.0,0.0,0.53841424,0.44619915,0.83898544,0.5109777,0.8439918,0.80959713,0.5189099,0.8544024,0.85208476,0.5659176,0.8387616,0.8704366,0.51084155,0.8179773,0.50182027,0.51101434,0.8177114,0.44752082,0.55028296,0.81275564,0.27476615
2023:03:04:22:46:57,down_150_1t_,1.1043667793273926,17.96,-1.00,134.32,40.07,0.5070743,0.46693838,0.8773409,0.54243463,0.5088155,0.75605524,0.54240435,0.49314874,0.74780786,0.5422857,0.5717788,0.08487525,0.5227377,0.6345946,0.062033545,0.54241073,0.5190855,0.91028637,0.53852934,0.59272474,0.81112826,0.51885587,0.65558565,0.88687825,0.5619682,0.6448123,0.790128,0.56591064,0.6398026,0.7169154,0.52280086,0.7233848,0.69733584,0.54237014,0.8124523,0.6962501,0.56199014,0.6449966,0.860112,0.51889676,0.72868955,0.93698883,0.55033004,0.822992,0.8925614,0.50314486,0.44619676,0.5920713,0.514835,0.4461702,0.93322885,0.0,0.0,0.0,0.534592,0.446272,0.8214505,0.51098627,0.8440121,0.8173297,0.518923,0.8544044,0.85938144,0.56589717,0.8387734,0.8680226,0.5108665,0.81802887,0.49427494,0.51102656,0.817765,0.4416259,0.5502896,0.8175737,0.27779913
