now_time,trils,duration,0_Nose,,,1_Neck,,,2_RShoulder,,,3_RElbow,,,4_RWrist,,,5_LShoulder,,,6_LElbow,,,7_LWrist,,,8_MidHip,9_RHip,,,10_RKnee,,,11_RAnkle,,,12_LHip,,,13_LKnee,,,14_LAnkle,,,15_REye,,,16_LEye,,,17_REar,18_LEar,,,19_LBigToe,,,20_LSmallToe,,,21_LHeel,,,22_RBigToe,,,23_RSmallToe,,,24_RHeel,,,25_Background,,,26_A_Lneck,27_A_Lshoulder,28_A_Lelbow,29_A_Lhip,30_A_Lknee,31_A_Rneck,32_A_Rshoulder,33_A_Relbow,34_A_Rhip,35_A_Rknee,36_A_middle_left_neck
2023:03:01:17:02:22,down_150_1t_,0.5385599136352539,0.534534,0.4042664,0.8750679,0.5501,0.4670078,0.9093729,0.5228558,0.46179268,0.8427901,0.51878786,0.5298351,0.8472366,0.51506025,0.5926833,0.8885995,0.5775024,0.47221956,0.89390564,0.57374656,0.5507306,0.82023346,0.5463903,0.60323894,0.9367195,0.5464361,0.6033533,0.9233371,0.5345919,0.6032801,0.85264236,0.550234,0.69739145,0.8578885,0.5659488,0.79677856,0.6949437,0.5543031,0.6081664,0.9071288,0.5541873,0.7025849,0.85163033,0.5659928,0.81227845,0.8594595,0.5267382,0.39882526,0.90442544,0.54622406,0.39899167,0.985362,0.0,0.0,0.0,0.5581908,0.40430653,0.8693129,0.5267467,0.8179211,0.9262137,0.5461841,0.8230781,0.95074195,0.5775453,0.81777114,0.905502,0.5306157,0.81273746,0.38522696,0.5384404,0.8124015,0.3360568,0.57770896,0.8074041,0.41719103,-1.00,87.41052993900166,-1,-1,-1,-1,82.57187462881221,-1,-1,-1,-1
2023:03:01:17:02:22,down_150_1t_,0.6243343353271484,0.5345311,0.40426055,0.87574226,0.55011284,0.466999,0.9079365,0.52290154,0.46176773,0.836389,0.5188573,0.52979535,0.8426667,0.5150989,0.59266406,0.88397837,0.57749957,0.4722174,0.89387214,0.57371545,0.5507627,0.81910187,0.5463491,0.6031879,0.9365471,0.5464574,0.6033549,0.91899574,0.53840196,0.60328764,0.8529802,0.55023986,0.6973649,0.8542134,0.5659518,0.7968452,0.69179666,0.5543012,0.6081701,0.90685296,0.55418104,0.7025301,0.8548317,0.56600225,0.8122745,0.8588333,0.5267294,0.3988199,0.90558124,0.5462211,0.39898592,0.9853692,0.0,0.0,0.0,0.55818844,0.40429246,0.870352,0.52674097,0.81792486,0.9270424,0.54618186,0.8230801,0.95011777,0.57755804,0.8177743,0.9034696,0.5305911,0.8176148,0.37958142,0.53844696,0.8124397,0.33162108,0.577709,0.81228477,0.41469812,-1.00,87.40929100864462,-1,-1,-1,-1,82.52919996821909,-1,-1,-1,-1
2023:03:01:17:02:22,down_150_1t_,0.6841757297515869,0.53450763,0.40424737,0.87700605,0.55009264,0.46704352,0.91130114,0.52275443,0.46698716,0.85728025,0.5187173,0.5300232,0.85684276,0.51507837,0.59783673,0.8995791,0.5775899,0.47210366,0.8928868,0.57383126,0.54560477,0.8328051,0.5463412,0.60317475,0.95188093,0.5464638,0.60331833,0.92900187,0.53457856,0.60325927,0.8567876,0.55024815,0.69239557,0.8733809,0.56976455,0.79168344,0.6959684,0.5580748,0.60336155,0.905226,0.5542152,0.69743896,0.8729453,0.5660033,0.8122535,0.8580874,0.5266764,0.39882392,0.9108183,0.546198,0.39896062,0.9818535,0.0,0.0,0.0,0.5581381,0.4042471,0.878853,0.52675515,0.8179234,0.93198586,0.546213,0.8230772,0.9615822,0.5775632,0.81776303,0.9004227,0.53448826,0.8127307,0.3682806,0.53852296,0.8123995,0.32627332,0.5777522,0.80733323,0.41862684,-1.00,87.01748706670311,-1,-1,-1,-1,93.23919873159865,-1,-1,-1,-1
2023:03:01:17:02:22,down_150_1t_,0.7420222759246826,0.5345137,0.40424174,0.8780242,0.55009174,0.46702865,0.91131496,0.52276146,0.46697137,0.8560231,0.51873976,0.5299997,0.8499722,0.5150819,0.59782183,0.89209247,0.5775835,0.47208726,0.8923873,0.57382625,0.5455406,0.8321949,0.5463391,0.6031698,0.9504781,0.54647374,0.6033361,0.9285445,0.5345982,0.60327655,0.85791993,0.55025166,0.6924119,0.87195325,0.56975657,0.79165953,0.69252855,0.5580763,0.6081328,0.90431094,0.554214,0.69746405,0.87099594,0.56597334,0.8122546,0.85869443,0.5266808,0.3988202,0.91191804,0.5462015,0.39895907,0.98286414,0.0,0.0,0.0,0.55813,0.4042462,0.8789679,0.5267342,0.8179339,0.93379766,0.5462016,0.8230859,0.9615023,0.5775373,0.8177637,0.90220445,0.5344917,0.81272846,0.3645698,0.5385219,0.81239563,0.3229089,0.57773906,0.8073228,0.4170631,-1.00,87.0194075237275,-1,-1,-1,-1,93.23873933878701,-1,-1,-1,-1
2023:03:01:17:02:22,down_150_1t_,0.8038573265075684,0.53450453,0.40424109,0.8781828,0.55009526,0.46703857,0.91178495,0.5227673,0.46699238,0.8559788,0.518729,0.53002113,0.8495938,0.5150786,0.5978525,0.8860212,0.57759,0.47208422,0.89373946,0.5738183,0.5455424,0.8330314,0.54633915,0.60317755,0.9538729,0.54647416,0.60333544,0.92808545,0.53458214,0.60327655,0.8570329,0.5502462,0.69240093,0.8718859,0.56599426,0.79166275,0.6907507,0.55809397,0.60813284,0.9022293,0.5542267,0.697465,0.86824864,0.56596166,0.8122576,0.8592914,0.52667224,0.39882177,0.9129483,0.54619336,0.3989553,0.98178536,0.0,0.0,0.0,0.5581296,0.4042336,0.8798183,0.52671736,0.8179215,0.93582237,0.5461855,0.8230756,0.9608474,0.5775246,0.81776994,0.9051597,0.53068256,0.8127375,0.36548686,0.53849,0.8123825,0.32242668,0.5777286,0.8073355,0.4135031,-1.00,86.9905703208638,-1,-1,-1,-1,93.26570404307388,-1,-1,-1,-1
2023:03:01:17:02:22,down_150_1t_,0.8656914234161377,0.5345174,0.40423155,0.879718,0.5500996,0.46701872,0.91182,0.5227657,0.46696228,0.8560231,0.5187468,0.53001815,0.85127366,0.51508594,0.5978608,0.88870454,0.57760036,0.47206905,0.89499485,0.5738225,0.54551965,0.83195984,0.54634106,0.60317576,0.9521699,0.5464894,0.60335505,0.9290622,0.5345922,0.6032968,0.8599038,0.5502407,0.6924073,0.8734495,0.5659867,0.79167837,0.69478136,0.55812335,0.6081499,0.9019872,0.5542276,0.6974756,0.8663028,0.56595975,0.8122674,0.8608008,0.526684,0.39880967,0.913249,0.5462042,0.3989515,0.983406,0.0,0.0,0.0,0.55813915,0.40423384,0.87972134,0.5267012,0.81792253,0.9408249,0.54617214,0.8230809,0.96182764,0.5775189,0.8177855,0.90541583,0.53065825,0.8127383,0.3717262,0.53846806,0.8123873,0.32691252,0.57772243,0.8073521,0.4150576,-1.00,86.99559327772805,-1,-1,-1,-1,93.2393517916854,-1,-1,-1,-1
2023:03:01:17:02:22,down_150_1t_,0.9275603294372559,0.5345446,0.404241,0.87942064,0.55011296,0.46704206,0.9125044,0.5227996,0.4669965,0.8542391,0.5187456,0.5300378,0.85383576,0.51507556,0.59789395,0.89616925,0.57761306,0.4720869,0.896504,0.5738238,0.5454947,0.8316536,0.5463526,0.60316926,0.9523814,0.5500541,0.6033461,0.92938626,0.53460187,0.60328966,0.8586882,0.5502481,0.69237983,0.8743526,0.5659764,0.7916255,0.6887229,0.55812246,0.6081384,0.90216947,0.5542222,0.697438,0.872534,0.56595105,0.81226856,0.8618411,0.5267082,0.39881766,0.9130979,0.5462206,0.39896032,0.98505795,0.0,0.0,0.0,0.5581517,0.40425566,0.8755764,0.5267054,0.81792927,0.9436325,0.54617935,0.82308906,0.96579796,0.57751447,0.81778663,0.910986,0.53066957,0.8127353,0.36598834,0.5384775,0.8123796,0.3218212,0.5777043,0.80732346,0.4085543,-1.00,86.98191396317276,-1,-1,-1,-1,93.28142665137196,-1,-1,-1,-1
2023:03:01:17:02:22,down_150_1t_,0.9873666763305664,0.5345557,0.40423352,0.88055265,0.550112,0.46703935,0.9123428,0.522791,0.4670026,0.8554584,0.51873696,0.5300589,0.85535383,0.515076,0.5978885,0.8964651,0.5776193,0.4720832,0.89735377,0.5738316,0.5455162,0.83355397,0.5463553,0.6031845,0.95404255,0.55005926,0.6033281,0.9285761,0.5346071,0.60326934,0.8574601,0.5502483,0.6923649,0.87883013,0.56596625,0.7916223,0.6913949,0.55813354,0.6033693,0.90004086,0.55421466,0.69740844,0.8772503,0.56596476,0.8122678,0.8610022,0.5267163,0.39881557,0.91322535,0.5462228,0.39895722,0.9854364,0.0,0.0,0.0,0.5581432,0.40424773,0.87686944,0.52672774,0.81792724,0.9392032,0.5461941,0.8230812,0.96473825,0.5775255,0.8177854,0.90905625,0.5306748,0.81273735,0.36955523,0.5384777,0.81237835,0.32543334,0.57770485,0.80731934,0.4095401,-1.00,86.97765628916265,-1,-1,-1,-1,93.29632378356902,-1,-1,-1,-1
2023:03:01:17:02:22,down_150_1t_,1.0571787357330322,0.53455836,0.4042373,0.8803783,0.5501076,0.4670353,0.91146487,0.52276766,0.46699685,0.85707366,0.51871145,0.5350134,0.8620018,0.5186504,0.5979154,0.90637916,0.5776202,0.47206753,0.8955059,0.57747453,0.54550123,0.8395773,0.5464179,0.6031829,0.9540486,0.54649127,0.6033162,0.9305012,0.5345807,0.6032613,0.8579892,0.55024093,0.69235635,0.88165444,0.5659783,0.7915974,0.6971408,0.5581428,0.6033579,0.8989857,0.55421233,0.6973831,0.8783718,0.5659608,0.80742323,0.85861313,0.52671856,0.39881825,0.91280365,0.54622346,0.39896184,0.9856954,0.0,0.0,0.0,0.5581371,0.4042508,0.8770062,0.5267125,0.817919,0.9365058,0.5461873,0.82306737,0.96215767,0.5775186,0.8177565,0.90939116,0.53067493,0.8127526,0.37437552,0.53845507,0.81238073,0.33059353,0.57771444,0.80731064,0.41547108,-1.00,86.97917429087936,-1,-1,-1,-1,91.72072963713434,-1,-1,-1,-1
2023:03:01:17:02:22,down_150_1t_,1.1150281429290771,0.53455174,0.40423346,0.88022804,0.5500986,0.46708056,0.91187435,0.5227424,0.4670501,0.8591008,0.5186708,0.5350764,0.8579851,0.5150777,0.5979545,0.90476763,0.57761544,0.4721034,0.89689875,0.57747966,0.5455772,0.84419584,0.5464207,0.60321665,0.9610066,0.5464697,0.60332716,0.9319056,0.5345364,0.6032749,0.8570661,0.55024546,0.6923658,0.87800264,0.5659803,0.7916067,0.68847126,0.55812806,0.6033644,0.90028566,0.5542076,0.69739455,0.8782247,0.5659407,0.8122532,0.85800683,0.5267165,0.39881486,0.9119512,0.54622346,0.39895552,0.9861121,0.0,0.0,0.0,0.5581355,0.4042551,0.87835187,0.52670884,0.81791854,0.9368109,0.54618216,0.8230708,0.96197385,0.5775053,0.8177678,0.90357566,0.53068286,0.81274,0.36639723,0.5384794,0.8123745,0.32347256,0.5777076,0.80729705,0.4116514,-1.00,86.96156135878081,-1,-1,-1,-1,93.28714940663403,-1,-1,-1,-1
