now_time,trils,duration,0_Nose,,,1_Neck,,,2_RShoulder,,,3_RElbow,,,4_RWrist,,,5_LShoulder,,,6_LElbow,,,7_LWrist,,,8_MidHip,9_RHip,,,10_RKnee,,,11_RAnkle,,,12_LHip,,,13_LKnee,,,14_LAnkle,,,15_REye,,,16_LEye,,,17_REar,18_LEar,,,19_LBigToe,,,20_LSmallToe,,,21_LHeel,,,22_RBigToe,,,23_RSmallToe,,,24_RHeel,,,25_Background,,,26_A_Lneck,27_A_Lshoulder,28_A_Lelbow,29_A_Lhip,30_A_Lknee,31_A_Rneck,32_A_Rshoulder,33_A_Relbow,34_A_Rhip,35_A_Rknee,36_A_middle_left_neck
2023:03:01:17:08:40,down_150_1t_,0.5365645885467529,0.4834112,0.44102538,0.93152666,0.5228203,0.4618065,0.7993128,0.51903397,0.4462251,0.8078798,0.51106685,0.5193816,0.4605415,0.4873208,0.51404804,0.45370832,0.5228702,0.4722311,0.8641583,0.51484483,0.54544675,0.87451303,0.47959334,0.51951265,0.9123877,0.5149111,0.6082897,0.8639392,0.5110191,0.6082117,0.8309577,0.5147432,0.6974558,0.8476206,0.51103324,0.781305,0.7819785,0.5186985,0.6084157,0.9342657,0.5188708,0.70794386,0.8916429,0.5266832,0.812449,0.9128094,0.0,0.0,0.0,0.4834617,0.43556884,0.9391793,0.0,0.0,0.0,0.4953075,0.4198103,0.83242685,0.4913774,0.81781846,0.92386615,0.5071102,0.8231341,0.8502363,0.5384192,0.8178174,0.9371856,0.48360044,0.7916992,0.64526296,0.48746797,0.79162437,0.56778514,0.5150769,0.7915721,0.46782374,-1.00,137.25791215715583,-1,-1,-1,-1,38.718510289309,-1,-1,-1,-1
2023:03:01:17:08:40,down_150_1t_,0.6143608093261719,0.48339298,0.44099686,0.9261989,0.522779,0.46180266,0.8030648,0.51898587,0.44617212,0.81892467,0.51101154,0.5193729,0.44344538,0.48362002,0.5089723,0.44644648,0.52282894,0.47227105,0.87042636,0.5147927,0.5455275,0.86872447,0.47958082,0.5195082,0.9066171,0.5148992,0.6082742,0.86413664,0.5110184,0.6081935,0.8316921,0.51473707,0.69744575,0.8494307,0.51104015,0.7813572,0.7810223,0.518675,0.6084036,0.93529546,0.5188657,0.70792687,0.8900855,0.52668613,0.8124484,0.9114863,0.0,0.0,0.0,0.48344845,0.43554342,0.93272996,0.0,0.0,0.0,0.49529144,0.41983432,0.8285495,0.4913697,0.8178109,0.9254574,0.5070996,0.8231276,0.85014105,0.5384236,0.81782126,0.9362194,0.48360574,0.79678047,0.6426303,0.48746616,0.7916871,0.56456286,0.51866,0.79165816,0.46656388,-1.00,137.2508525185841,-1,-1,-1,-1,43.02648005004502,-1,-1,-1,-1
2023:03:01:17:08:40,down_150_1t_,0.674232006072998,0.48331523,0.4409945,0.92315656,0.51907235,0.46176678,0.80453014,0.5188871,0.44625223,0.8137209,0.5109557,0.52441716,0.47369635,0.48345807,0.51403624,0.5157028,0.5227468,0.47206277,0.8609085,0.5148452,0.54553425,0.86944634,0.47955996,0.5194392,0.9123806,0.51484954,0.6083158,0.84845936,0.5109694,0.6082539,0.8176698,0.51477003,0.6975005,0.8447501,0.51474833,0.78637636,0.77760404,0.5150789,0.6084275,0.92904204,0.51888734,0.7078764,0.8828844,0.5266987,0.812405,0.9031439,0.48337102,0.43560907,0.06526388,0.48336673,0.4355474,0.9258129,0.0,0.0,0.0,0.49145564,0.4199589,0.83782333,0.4914007,0.8177632,0.9152908,0.5071203,0.82308,0.8523781,0.5384293,0.81778836,0.9343084,0.4836379,0.7968734,0.62192476,0.4875073,0.79681677,0.54450154,0.5187384,0.7968072,0.45650923,-1.00,118.00816740307435,-1,-1,-1,-1,28.279065215356404,-1,-1,-1,-1
2023:03:01:17:08:40,down_150_1t_,0.7331197261810303,0.48330763,0.4409928,0.92135817,0.51908535,0.46178058,0.8026386,0.5188886,0.45121995,0.8074362,0.51094943,0.52447486,0.45256922,0.48345685,0.5140482,0.49545032,0.52276456,0.47204944,0.85823804,0.5148355,0.5455589,0.8659226,0.47954753,0.51939285,0.91092384,0.5148441,0.608329,0.844217,0.5109505,0.6082666,0.81398374,0.51477444,0.6975292,0.8432033,0.51474106,0.7864064,0.77807933,0.51508254,0.6084398,0.9266142,0.5188862,0.70789635,0.88277173,0.52669966,0.8124144,0.90368223,0.4833322,0.4355979,0.06649397,0.48335764,0.4355389,0.9227498,0.0,0.0,0.0,0.49145928,0.41993508,0.8375489,0.49139184,0.81776834,0.9171046,0.50710535,0.823088,0.85130584,0.53842676,0.8178011,0.9336505,0.4836323,0.7969041,0.62379146,0.48750007,0.7968494,0.54720646,0.51872414,0.7968413,0.4569695,-1.00,117.8968545698527,-1,-1,-1,-1,30.487996877462223,-1,-1,-1,-1
2023:03:01:17:08:40,down_150_1t_,0.7968993186950684,0.48333478,0.44100696,0.9224421,0.51904595,0.46174628,0.8070229,0.51883906,0.44627246,0.8129396,0.5108956,0.5244675,0.44279626,0.4834314,0.5140769,0.49238673,0.5227419,0.4720354,0.85972303,0.5148227,0.5455222,0.8649374,0.47954634,0.51940113,0.90804464,0.51483065,0.6083049,0.84308857,0.51092786,0.6082403,0.81137186,0.5147863,0.69752854,0.84153557,0.5147677,0.7864322,0.7758861,0.5150758,0.60841614,0.92715615,0.51888376,0.70789415,0.8815373,0.52670217,0.81242526,0.90206933,0.48341373,0.43560922,0.06570078,0.4833737,0.43554953,0.9244795,0.0,0.0,0.0,0.49141657,0.41994005,0.84088486,0.49139228,0.8177983,0.91292167,0.5071183,0.823114,0.8485036,0.5384339,0.8178198,0.93051857,0.48362997,0.79694194,0.61876506,0.48750237,0.7968666,0.54282224,0.5187575,0.79687876,0.4515416,-1.00,117.87765991751911,-1,-1,-1,-1,28.339699922969174,-1,-1,-1,-1
2023:03:01:17:08:40,down_150_1t_,0.8587350845336914,0.48331618,0.44101396,0.92121565,0.5190393,0.46174848,0.80734086,0.5188102,0.45122957,0.8094492,0.51088095,0.52450424,0.45781717,0.48341653,0.5140801,0.50035036,0.5227592,0.4670895,0.85697305,0.51483285,0.54556334,0.8676721,0.47955996,0.5193918,0.91121817,0.51482993,0.6083216,0.8441107,0.5109172,0.6082577,0.8118397,0.51478744,0.6975423,0.8432092,0.5147815,0.78642976,0.77586716,0.51508045,0.60843086,0.9272454,0.5188888,0.7079012,0.8818879,0.52670795,0.8124265,0.9019062,0.48340636,0.43564752,0.06474121,0.4833533,0.43555632,0.9224684,0.0,0.0,0.0,0.4914002,0.41994318,0.8426118,0.49138454,0.8178188,0.9161635,0.5108215,0.82311517,0.85071385,0.53843904,0.81782424,0.9323112,0.48364702,0.80198914,0.6179223,0.4875085,0.79688835,0.54157275,0.5187795,0.7968711,0.44947347,-1.00,105.58836677326063,-1,-1,-1,-1,30.633106297900927,-1,-1,-1,-1
2023:03:01:17:08:40,down_150_1t_,0.9245584011077881,0.48331013,0.44099954,0.9238803,0.5190397,0.46176514,0.8081644,0.5188292,0.4512294,0.81084245,0.51090175,0.5244335,0.4571758,0.483444,0.5140907,0.49862903,0.522741,0.47204262,0.85844743,0.51482844,0.54552186,0.86525905,0.47957003,0.519423,0.9094143,0.5148239,0.608305,0.8440671,0.5109107,0.60823846,0.81088555,0.5147881,0.6975176,0.8436195,0.5147555,0.78638536,0.77562267,0.51507336,0.60841787,0.92833173,0.51886636,0.7078753,0.88271266,0.5266877,0.81240594,0.9015323,0.48335865,0.43561485,0.067896396,0.4833554,0.4355445,0.9249698,0.0,0.0,0.0,0.49141762,0.4199409,0.84172606,0.49137264,0.81779116,0.9149116,0.5071047,0.823103,0.84867626,0.53842294,0.8177933,0.93169636,0.48363158,0.7969095,0.6180961,0.487497,0.79683685,0.54159546,0.51875424,0.79681355,0.4501861,-1.00,117.85558778349348,-1,-1,-1,-1,30.51996211737903,-1,-1,-1,-1
2023:03:01:17:08:40,down_150_1t_,0.9834287166595459,0.48333564,0.44101143,0.92246616,0.5190607,0.46175492,0.80289733,0.5188918,0.44627386,0.80658805,0.51090103,0.5244502,0.45044523,0.4834225,0.5140558,0.48535788,0.5227381,0.4670985,0.857755,0.514818,0.54544616,0.86518043,0.47954437,0.51940477,0.9062709,0.51482594,0.6083096,0.83999604,0.51095337,0.6082518,0.8125917,0.514797,0.6975317,0.8392274,0.514746,0.7864316,0.7710208,0.5150472,0.6084173,0.92412883,0.5188508,0.7078824,0.88155353,0.5266855,0.81240964,0.9024961,0.48337466,0.43559584,0.071636856,0.48338363,0.43555278,0.9276751,0.0,0.0,0.0,0.4914504,0.41994026,0.8390557,0.49136811,0.8178027,0.9183266,0.5070873,0.82311344,0.85076976,0.5384178,0.81779265,0.9329437,0.48363078,0.7969373,0.607643,0.48750097,0.7968885,0.533659,0.5187372,0.79687643,0.4492859,-1.00,105.91507455477986,-1,-1,-1,-1,28.24735693716203,-1,-1,-1,-1
2023:03:01:17:08:40,down_150_1t_,1.0492255687713623,0.48333058,0.44100887,0.91995966,0.5190552,0.46175507,0.8005935,0.51887244,0.45122904,0.8042576,0.51089203,0.52445203,0.42808154,0.4834536,0.5140564,0.46607018,0.522735,0.46708614,0.85868907,0.51482666,0.5404149,0.86693215,0.4795429,0.5194218,0.9069879,0.5148341,0.60829395,0.8401157,0.510961,0.6082377,0.8111414,0.51480573,0.69752765,0.83960253,0.51477087,0.78645086,0.76938415,0.5150586,0.60840046,0.92490995,0.5188535,0.7078838,0.88126403,0.5266857,0.812409,0.90025425,0.48338434,0.4355989,0.07100757,0.483379,0.43555194,0.92466104,0.0,0.0,0.0,0.4914382,0.41995195,0.8387742,0.49136898,0.81778884,0.91380495,0.5070837,0.82309943,0.8480211,0.5384187,0.8177982,0.93004936,0.48364562,0.8019802,0.6028916,0.48750585,0.79691285,0.52797663,0.5187612,0.79690325,0.44457805,-1.00,105.85181951050563,-1,-1,-1,-1,30.40671646560439,-1,-1,-1,-1
2023:03:01:17:08:40,down_150_1t_,1.1090648174285889,0.4833191,0.4410038,0.92093074,0.5190657,0.4617732,0.8031013,0.5188756,0.45122823,0.8048214,0.5108526,0.5244173,0.45277962,0.4834212,0.51402664,0.49239582,0.52275115,0.47204658,0.85769546,0.5147979,0.5455033,0.8694995,0.4795178,0.51940584,0.9021962,0.5148516,0.6082992,0.8436231,0.5109842,0.6082433,0.81390035,0.51480335,0.6975208,0.8380123,0.51476413,0.7864043,0.77013516,0.5150725,0.60840833,0.9261035,0.5188595,0.70789045,0.88169414,0.5266744,0.8124329,0.90258324,0.48342934,0.43561357,0.06603071,0.48335946,0.4355509,0.92296445,0.0,0.0,0.0,0.49140832,0.41998246,0.84236103,0.49135116,0.81780815,0.9143541,0.5070628,0.8231336,0.84173983,0.5384039,0.8178284,0.9274213,0.48362982,0.79688746,0.609632,0.48750332,0.79682875,0.5331305,0.51874965,0.79683554,0.44533467,-1.00,117.8727199927334,-1,-1,-1,-1,30.48065183718037,-1,-1,-1,-1
