now_time,trils,duration,0_Nose,,,1_Neck,,,2_RShoulder,,,3_RElbow,,,4_RWrist,,,5_LShoulder,,,6_LElbow,,,7_LWrist,,,8_MidHip,9_RHip,,,10_RKnee,,,11_RAnkle,,,12_LHip,,,13_LKnee,,,14_LAnkle,,,15_REye,,,16_LEye,,,17_REar,18_LEar,,,19_LBigToe,,,20_LSmallToe,,,21_LHeel,,,22_RBigToe,,,23_RSmallToe,,,24_RHeel,,,25_Background,,,26_A_Lneck,27_A_Lshoulder,28_A_Lelbow,29_A_Lhip,30_A_Lknee,31_A_Rneck,32_A_Rshoulder,33_A_Relbow,34_A_Rhip,35_A_Rknee,36_A_middle_left_neck
2023:03:01:16:49:49,up_60_1t_,0.5191695690155029,0.54619616,0.39881188,0.97968423,0.5463809,0.4513087,0.92665684,0.511021,0.4462819,0.8971524,0.4677813,0.5036583,0.82746154,0.4246017,0.53506976,0.9092052,0.5818279,0.45144382,0.89185834,0.6365605,0.49848062,0.85076106,0.6798309,0.5299201,0.8674046,0.5463277,0.60812473,0.9745417,0.5188907,0.60336894,0.9395336,0.5227587,0.7027028,0.88611317,0.5228959,0.8073533,0.89746547,0.5736292,0.60813224,0.90835166,0.57378024,0.69750315,0.89181197,0.5777506,0.8071963,0.91954327,0.5422171,0.39358503,0.9325101,0.55017245,0.39359188,0.96872663,0.5229222,0.39390185,0.6640136,0.56585395,0.39396074,0.88648003,0.5816212,0.82831925,0.87075746,0.6011596,0.82293373,0.8207311,0.57375336,0.8125604,0.8451586,0.51890755,0.83342624,0.898623,0.51470405,0.8230254,0.9290191,0.5345537,0.81259966,0.8721498,-1.00,141.53228301150907,-1,-1,-1,-1,126.13449215278209,-1,-1,-1,-1
2023:03:01:16:49:49,up_60_1t_,0.6024954319000244,0.5462065,0.398818,0.9813318,0.5463827,0.4513276,0.9254364,0.51101553,0.45122308,0.8976814,0.46777645,0.5036578,0.8270322,0.42460075,0.5350642,0.91089374,0.5818242,0.45145145,0.8924029,0.63657975,0.49847576,0.85503364,0.67983514,0.52989966,0.86882466,0.54632634,0.6081488,0.9753378,0.5188904,0.6081577,0.940785,0.5227633,0.702711,0.8858732,0.5228959,0.80734,0.8960352,0.57362753,0.6081568,0.90911865,0.573775,0.6975245,0.8892703,0.5777544,0.8072166,0.9214655,0.54222465,0.39359227,0.93433833,0.55018395,0.3935992,0.96904784,0.5229219,0.3939213,0.6776724,0.5658653,0.39871514,0.88807523,0.58162034,0.82833266,0.8708717,0.6011689,0.8229479,0.8210399,0.5737592,0.81257737,0.8465052,0.51890796,0.83341545,0.8992975,0.5147006,0.8230169,0.9295708,0.5345537,0.8125911,0.87173223,-1.00,141.5263684636416,-1,-1,-1,-1,135.69671466486682,-1,-1,-1,-1
2023:03:01:16:49:49,up_60_1t_,0.664358377456665,0.54622006,0.39879283,0.98284733,0.5464075,0.45138967,0.9209091,0.5110152,0.45128298,0.8945918,0.46776956,0.5037405,0.8274882,0.4246345,0.53508383,0.9080387,0.5854915,0.45651639,0.88743794,0.63656276,0.49846947,0.8514183,0.67979926,0.52988005,0.87619627,0.54635936,0.60812366,0.97729504,0.5189215,0.603356,0.93765885,0.5227525,0.70263433,0.89050555,0.5228778,0.8073305,0.8997712,0.5736616,0.60814047,0.91208524,0.5738053,0.69747925,0.8950327,0.5777425,0.807196,0.91847706,0.5422386,0.39356014,0.9345525,0.5502037,0.3935628,0.96558213,0.52662,0.3938996,0.67293537,0.5659127,0.3939594,0.89472973,0.58166635,0.8283156,0.868365,0.6012196,0.8229306,0.825218,0.57371444,0.8125593,0.8427697,0.5189431,0.8334092,0.8953708,0.5147152,0.8230337,0.9285703,0.53452456,0.81258094,0.87272215,-1.00,149.59296072438235,-1,-1,-1,-1,135.69577806922524,-1,-1,-1,-1
2023:03:01:16:49:49,up_60_1t_,0.7221755981445312,0.5462237,0.398804,0.9837776,0.546412,0.45141238,0.919647,0.51100636,0.45129737,0.89453274,0.46776727,0.508752,0.82777977,0.42465377,0.5350674,0.90971,0.58550984,0.45654634,0.884975,0.6365918,0.49845007,0.8576067,0.6797901,0.52988595,0.87776136,0.54634863,0.6081358,0.9769782,0.51891285,0.60336304,0.9385706,0.5227572,0.70265347,0.88997746,0.5228773,0.80734503,0.90123045,0.5736455,0.6081581,0.91038674,0.57379466,0.69749343,0.894272,0.5777463,0.8072024,0.9193307,0.5422414,0.39357057,0.935587,0.5502115,0.39358,0.966496,0.5266243,0.39391875,0.67447937,0.5659255,0.3987197,0.89629245,0.58165073,0.82832396,0.8684224,0.60120046,0.82294136,0.8223533,0.5737302,0.81256664,0.84660995,0.51893103,0.82841784,0.8971073,0.51470214,0.82302177,0.92697895,0.53453195,0.8125906,0.87493145,-1.00,149.6017645795061,-1,-1,-1,-1,135.68361149970787,-1,-1,-1,-1
2023:03:01:16:49:49,up_60_1t_,0.7860043048858643,0.546233,0.3988139,0.98528546,0.5463985,0.45139587,0.92074925,0.511003,0.45130125,0.89309216,0.46777993,0.5037552,0.82877934,0.42464927,0.5350942,0.9084757,0.58548224,0.45651367,0.8881068,0.6365889,0.49843892,0.8567162,0.6798315,0.52991277,0.86808103,0.5463306,0.6081372,0.97612745,0.51890224,0.60336584,0.93890643,0.5227574,0.70265317,0.8894007,0.5228728,0.80737054,0.9019076,0.5699308,0.6081569,0.90462667,0.57379156,0.69753003,0.88849497,0.5777449,0.8071962,0.91887987,0.5422495,0.39358336,0.93790877,0.5502131,0.39359114,0.9680422,0.5229347,0.39393407,0.6930705,0.5659107,0.39872363,0.89378375,0.5816371,0.8283058,0.8699084,0.6011809,0.82292515,0.8215121,0.57373494,0.8125537,0.8445806,0.5189206,0.82841533,0.89688385,0.51106185,0.82302654,0.92446697,0.53453165,0.8126072,0.8732143,-1.00,149.57896653091865,-1,-1,-1,-1,135.70909774010232,-1,-1,-1,-1
2023:03:01:16:49:49,up_60_1t_,0.8458442687988281,0.546233,0.3988139,0.98528546,0.5463985,0.45139587,0.92074925,0.511003,0.45130125,0.89309216,0.46777993,0.5037552,0.82877934,0.42464927,0.5350942,0.9084757,0.58548224,0.45651367,0.8881068,0.6365889,0.49843892,0.8567162,0.6798315,0.52991277,0.86808103,0.5463306,0.6081372,0.97612745,0.51890224,0.60336584,0.93890643,0.5227574,0.70265317,0.8894007,0.5228728,0.80737054,0.9019076,0.5699308,0.6081569,0.90462667,0.57379156,0.69753003,0.88849497,0.5777449,0.8071962,0.91887987,0.5422495,0.39358336,0.93790877,0.5502131,0.39359114,0.9680422,0.5229347,0.39393407,0.6930705,0.5659107,0.39872363,0.89378375,0.5816371,0.8283058,0.8699084,0.6011809,0.82292515,0.8215121,0.57373494,0.8125537,0.8445806,0.5189206,0.82841533,0.89688385,0.51106185,0.82302654,0.92446697,0.53453165,0.8126072,0.8732143,-1.00,149.57896653091865,-1,-1,-1,-1,135.70909774010232,-1,-1,-1,-1
2023:03:01:16:49:49,up_60_1t_,0.9036900997161865,0.5462382,0.39881462,0.9852799,0.54640883,0.45139468,0.9210845,0.51101726,0.45128495,0.8954798,0.46777144,0.5087478,0.82814586,0.4246551,0.53511894,0.90653396,0.5854834,0.4565234,0.88732135,0.6365838,0.4984468,0.85569096,0.6798406,0.52995384,0.86389637,0.5463316,0.60812294,0.9749361,0.5189015,0.60334885,0.93779933,0.5227535,0.7026637,0.8890729,0.5228673,0.8073858,0.90395516,0.5736162,0.6081478,0.9043448,0.573786,0.6975069,0.89057547,0.5777385,0.8071931,0.9181643,0.5422535,0.39358652,0.938746,0.55021554,0.39358887,0.96883816,0.5266183,0.39392772,0.6911311,0.56592137,0.3987141,0.8961997,0.5816392,0.82832605,0.868892,0.6011836,0.82293373,0.82115775,0.57372123,0.81254846,0.8424415,0.51892054,0.8334176,0.89482695,0.5147038,0.82303643,0.92356384,0.5345201,0.8126165,0.8725437,-1.00,149.58691482462524,-1,-1,-1,-1,135.67338560972317,-1,-1,-1,-1
2023:03:01:16:49:49,up_60_1t_,0.9650979042053223,0.5462248,0.39882782,0.9847809,0.54642296,0.45137554,0.92147434,0.51103234,0.4512732,0.8967198,0.4677898,0.50372416,0.82620716,0.42465118,0.53512275,0.906325,0.5855022,0.45651898,0.8880785,0.6365924,0.49848014,0.85526294,0.6798547,0.5299613,0.8603548,0.54634655,0.6081346,0.9742784,0.51891196,0.6033608,0.93774354,0.52273905,0.7026803,0.8893077,0.5228632,0.80736756,0.90368766,0.57364255,0.60815495,0.9079609,0.5738019,0.6975288,0.8909224,0.57774156,0.807196,0.91807246,0.54224235,0.39360052,0.9384148,0.5502068,0.39359853,0.9705355,0.5266422,0.3939272,0.6559308,0.56594354,0.3987042,0.89803636,0.58164203,0.8283286,0.8713038,0.6011892,0.8229354,0.8240076,0.57372564,0.8125581,0.8438237,0.5189093,0.8334201,0.89724445,0.5110583,0.8230411,0.92356724,0.534518,0.8126022,0.8742361,-1.00,149.60135360726136,-1,-1,-1,-1,135.68633687610833,-1,-1,-1,-1
2023:03:01:16:49:49,up_60_1t_,1.0309216976165771,0.5462245,0.39883026,0.9839515,0.54642886,0.45138136,0.9206502,0.51103544,0.45127872,0.896301,0.4678057,0.50373286,0.82482344,0.42466685,0.5351218,0.90604836,0.5855098,0.45652306,0.88760704,0.63660026,0.49850345,0.8536742,0.6798563,0.5299696,0.8596778,0.54634684,0.608129,0.9747035,0.5189142,0.60335994,0.9380423,0.5227405,0.70268106,0.88932264,0.5228662,0.80737555,0.90328693,0.5736399,0.608147,0.9080787,0.5738052,0.6975147,0.8923822,0.57774395,0.8072032,0.91890645,0.54224145,0.39360172,0.9379577,0.55020654,0.39359915,0.9699309,0.5266446,0.39392647,0.64919925,0.5659521,0.39870188,0.8975525,0.5816363,0.82833654,0.87168336,0.601184,0.82294416,0.8233256,0.57372904,0.8125659,0.84512424,0.5189024,0.8334167,0.8961919,0.511055,0.82303476,0.921708,0.53452367,0.8126107,0.8733021,-1.00,149.59520254786662,-1,-1,-1,-1,135.68390677194364,-1,-1,-1,-1
2023:03:01:16:49:49,up_60_1t_,1.092790126800537,0.54622287,0.3988289,0.98425967,0.5464466,0.4513423,0.92378837,0.51105714,0.4512354,0.8998241,0.4678213,0.5037012,0.82674944,0.4246587,0.5351169,0.9064667,0.58553356,0.45648435,0.8882863,0.6366122,0.4985201,0.8522088,0.67987096,0.52999085,0.8561231,0.5463716,0.6081309,0.9762293,0.51893294,0.60335374,0.9369806,0.52274996,0.70264566,0.89015675,0.52287376,0.8073531,0.9011456,0.57367915,0.6081565,0.91383713,0.5738018,0.6975015,0.890561,0.57774156,0.8072459,0.92107254,0.5422367,0.39360183,0.9378866,0.5502015,0.39359075,0.97010994,0.5266395,0.3939219,0.63254744,0.5659589,0.39394164,0.89759016,0.581611,0.82839274,0.8714965,0.6011635,0.8229905,0.8198707,0.57373273,0.8126069,0.84319806,0.51890695,0.8334164,0.8957175,0.5110613,0.8230344,0.9238649,0.53452903,0.8125996,0.8737876,-1.00,149.56917049327842,-1,-1,-1,-1,135.6737704232387,-1,-1,-1,-1
