now_time,trils,duration,left_shoulder,right_shoulder,left_knee,right_neck,0_Nose,,,1_Neck,,,2_RShoulder,,,3_RElbow,,,4_RWrist,,,5_LShoulder,,,6_LElbow,,,7_LWrist,,,8_MidHip,9_RHip,,,10_RKnee,,,11_RAnkle,,,12_LHip,,,13_LKnee,,,14_LAnkle,,,15_REye,,,16_LEye,,,17_REar,18_LEar,,,19_LBigToe,,,20_LSmallToe,,,21_LHeel,,,22_RBigToe,,,23_RSmallToe,,,24_RHeel,,,25_Background,,,26_A_Lneck,27_A_Lshoulder,28_A_Lelbow,29_A_Lhip,30_A_Lknee,31_A_Rneck,32_A_Rshoulder,33_A_Relbow,34_A_Rhip,35_A_Rknee,36_A_middle_left_neck
2023:03:04:16:51:21,up_90_1t_,0.571491957,86.16,88.55,174.2,86.3,0.5462127,0.36754188,0.9026004,0.55010426,0.4304387,0.927927,0.5110184,0.43033206,0.88480353,0.4561376,0.44063005,0.87045956,0.40508866,0.4303031,0.79566014,0.5855817,0.4304172,0.87861943,0.6365312,0.45130453,0.5399933,0.69939953,0.4409856,0.51247597,0.5463545,0.5769894,0.86014,0.5188864,0.5769209,0.8609356,0.5227049,0.6923392,0.88925,0.5226869,0.8176955,0.92443746,0.5736965,0.57708925,0.81037045,0.558143,0.6923247,0.874144,0.5541734,0.81275797,0.92243654,0.5384737,0.357105,0.9184947,0.5502677,0.3571807,0.95159906,0.52289313,0.36228523,0.45905343,0.5736889,0.36234343,0.876135,0.5658837,0.8491912,0.82808137,0.57780427,0.8438343,0.8298795,0.5502467,0.8230683,0.7042993,0.5229202,0.8541777,0.8376863,0.515,0.8491467,0.8695271,0.5228582,0.8231944,0.7188955,,,,,,,,,,
2023:03:04:16:51:21,up_90_1t_,0.653278112,86.3,85.75,174.21,86.58,0.54622144,0.36252084,0.9071508,0.5500888,0.43044946,0.9295157,0.5109751,0.4303407,0.88145375,0.45613435,0.4407718,0.87180114,0.40890852,0.43531355,0.80019844,0.58559394,0.4304135,0.8762133,0.6405244,0.44102105,0.6784286,0.70310247,0.4410386,0.72451967,0.5463406,0.57698923,0.8612947,0.51886874,0.5769161,0.8638182,0.52269894,0.69231486,0.8918823,0.5190692,0.81767094,0.92733645,0.5736909,0.5770848,0.80874026,0.55814904,0.69232076,0.8725753,0.5541667,0.8127577,0.9217702,0.5384904,0.35703576,0.9219286,0.5502846,0.3571248,0.9559839,0.5228937,0.3622288,0.47999328,0.57368165,0.36234063,0.87454027,0.56586075,0.8491882,0.8278368,0.57780445,0.84384656,0.8313756,0.5502308,0.82307327,0.70900935,0.52662855,0.8541619,0.83948743,0.51499426,0.84913486,0.87033707,0.52283245,0.82317066,0.7242701,,,,,,,,,,
2023:03:04:16:51:21,up_90_1t_,0.713117838,84.67,87.07,174.21,85.97,0.5422674,0.36764997,0.85994875,0.5464735,0.4303945,0.9346676,0.5109203,0.43027583,0.8782665,0.45607388,0.44094658,0.86935234,0.4089033,0.43540645,0.81193495,0.5854947,0.43032905,0.8852664,0.64057314,0.44066155,0.8633672,0.69942474,0.44106764,0.88714534,0.5463332,0.57687724,0.87320495,0.5188704,0.5768859,0.87130374,0.51904756,0.6922667,0.91329944,0.51906204,0.8176278,0.9389331,0.5736755,0.57690895,0.82433033,0.55814534,0.69223124,0.8888277,0.5541866,0.8127805,0.92627287,0.53445417,0.3571741,0.88080335,0.5464231,0.35725957,0.95464844,0.5228139,0.36234206,0.1269721,0.5698807,0.3625216,0.8505171,0.55812514,0.8492338,0.8482859,0.5777061,0.8440021,0.8505473,0.55029315,0.8230614,0.71326447,0.52277464,0.8541598,0.8786989,0.51490587,0.8490776,0.8915162,0.5228785,0.8231012,0.7279726,,,,,,,,,,
2023:03:04:16:51:21,up_90_1t_,0.769993305,84.66,87.05,174.21,85.99,0.54227513,0.36765593,0.86087656,0.54648197,0.4303911,0.9354885,0.51092327,0.430286,0.87658143,0.45609093,0.44096333,0.86979306,0.40890795,0.43543565,0.81489825,0.5854961,0.43033132,0.8850231,0.6405773,0.44067758,0.8647097,0.69941396,0.44108328,0.88240546,0.54634476,0.5719214,0.8762168,0.51886636,0.5768718,0.87032866,0.5190437,0.6922785,0.913354,0.51905996,0.8176209,0.938541,0.5737046,0.5768963,0.8325024,0.558156,0.6922502,0.8858264,0.55417997,0.8127817,0.9270778,0.5344616,0.35718584,0.87765193,0.54642147,0.35726225,0.95278114,0.5228169,0.3623243,0.13208304,0.569886,0.3625031,0.85270154,0.55814016,0.8492502,0.84589577,0.5776914,0.84400135,0.85039425,0.55029863,0.823041,0.7130503,0.5227398,0.8541568,0.87528926,0.5148871,0.8490737,0.884691,0.5228926,0.8230927,0.7254838,,,,,,,,,,
2023:03:04:16:51:21,up_90_1t_,0.830831051,86.06,85.61,174.23,82.2,0.5422804,0.37269515,0.8577911,0.5500543,0.43041104,0.93588686,0.51092494,0.43032458,0.8814694,0.4561637,0.4411084,0.86185545,0.4089851,0.4355668,0.83512545,0.5855487,0.43032613,0.8796141,0.6406097,0.44065112,0.86346084,0.69942707,0.44106424,0.88576,0.5463545,0.5769625,0.87026745,0.5188888,0.5769719,0.865941,0.51904494,0.6923361,0.9057455,0.51907384,0.81766576,0.93511564,0.57370126,0.57699996,0.82299966,0.558176,0.6923111,0.87729925,0.5541894,0.8128013,0.92439866,0.5344701,0.35722002,0.8745861,0.54643255,0.35729155,0.94561,0.52282435,0.36235085,0.15703124,0.5698985,0.3624922,0.8565099,0.5581443,0.8492352,0.84447634,0.577709,0.84400564,0.8503121,0.5502976,0.82308155,0.7103758,0.52278614,0.8541715,0.8764497,0.51491994,0.8490984,0.8907733,0.5229006,0.8231502,0.7184594,,,,,,,,,,
2023:03:04:16:51:21,up_90_1t_,0.888649464,86.23,85.48,174.22,82.22,0.5423188,0.3726911,0.86434853,0.55009717,0.43043718,0.9377804,0.51097727,0.4303655,0.88886434,0.45990595,0.4461673,0.8442556,0.4128006,0.4356358,0.8469657,0.5855799,0.43035558,0.8811146,0.64437157,0.44067088,0.8651321,0.7032116,0.44109187,0.89568174,0.5463966,0.5770092,0.8710804,0.51892275,0.57700527,0.8613041,0.5190467,0.6923305,0.90489274,0.519063,0.81767285,0.93584985,0.57375705,0.5770588,0.829178,0.55819714,0.6923278,0.8723081,0.5541803,0.81279373,0.92552096,0.53449124,0.35722145,0.8772468,0.5464601,0.35727653,0.94657975,0.52283394,0.36233404,0.1753413,0.5736467,0.36241552,0.8764301,0.5581767,0.8492428,0.840915,0.5777149,0.84398186,0.84825885,0.550288,0.82306963,0.71120423,0.5227884,0.85417914,0.8739282,0.5149203,0.8491202,0.8893377,0.52289,0.82316047,0.7190562,,,,,,,,,,
2023:03:04:16:51:21,up_90_1t_,0.948516369,86.23,85.48,174.22,82.85,0.5423329,0.36768076,0.8691401,0.5501018,0.43043208,0.9375553,0.5109889,0.430366,0.8892807,0.45992625,0.4461603,0.8453224,0.41282937,0.43563476,0.8510498,0.5855639,0.43035448,0.8827344,0.64441335,0.4406736,0.86272883,0.70324624,0.44110852,0.8899496,0.5463947,0.57700527,0.87195975,0.5189174,0.5769916,0.86264277,0.51904905,0.69233435,0.9054191,0.52268016,0.817673,0.9335782,0.5737574,0.57706153,0.83056855,0.5581958,0.6923377,0.87231946,0.55418015,0.81279373,0.9261177,0.5344972,0.3572091,0.8823247,0.546461,0.35726124,0.9533619,0.52284205,0.36234537,0.155459,0.5736431,0.3623938,0.87939614,0.56194526,0.8492547,0.8453251,0.5777115,0.8439918,0.85317314,0.5502933,0.82306117,0.71167624,0.5228009,0.85417175,0.86992836,0.5149331,0.8491144,0.8872083,0.52291214,0.8231578,0.71678394,,,,,,,,,,
2023:03:04:16:51:21,up_90_1t_,1.008328438,86.22,85.52,174.17,82.85,0.54233253,0.36768246,0.8696064,0.5501119,0.43043855,0.93809974,0.51101345,0.4303794,0.8898382,0.45992124,0.4460435,0.85203034,0.41285914,0.43557447,0.8465448,0.5855443,0.43037555,0.88753444,0.6444852,0.44072422,0.8492669,0.7033061,0.44115463,0.87356323,0.5463971,0.576981,0.87521935,0.5189164,0.57695687,0.8632638,0.51905674,0.6923311,0.9045154,0.5227067,0.8176659,0.92896575,0.5737641,0.5770419,0.83454406,0.55815035,0.6923243,0.8797843,0.5541864,0.8127949,0.92573184,0.5344987,0.35721013,0.8825318,0.5464546,0.35725537,0.9572081,0.5228664,0.36235228,0.13129112,0.57364225,0.36238658,0.8815919,0.5581352,0.8492755,0.84907675,0.5776688,0.8440247,0.852227,0.55032784,0.8230354,0.71035844,0.52274334,0.8541593,0.8705213,0.51491535,0.84908235,0.8798948,0.5266688,0.82314324,0.7124652,,,,,,,,,,
2023:03:04:16:51:21,up_90_1t_,1.07415247,83.9,85.54,173.84,82.83,0.54231316,0.36767024,0.87007827,0.5501167,0.43042493,0.93605316,0.51101434,0.43037236,0.8904273,0.45623884,0.44107518,0.86418885,0.41284284,0.43552774,0.85028046,0.58557016,0.4303518,0.8836043,0.6445339,0.44075024,0.8473843,0.70331013,0.44597054,0.8754272,0.54638475,0.57703364,0.8684436,0.5189162,0.5770039,0.8610523,0.5226852,0.6923484,0.8979768,0.52270436,0.81769115,0.92748785,0.5737318,0.58211464,0.8244028,0.55815786,0.6923533,0.8748605,0.55419344,0.81280684,0.92358077,0.53448385,0.35718963,0.88553023,0.54644126,0.35724124,0.9622367,0.52286595,0.36237085,0.10382528,0.57363594,0.36238378,0.8824948,0.55814415,0.84927076,0.8471467,0.5776928,0.84403205,0.8518918,0.5503146,0.8230734,0.70869064,0.5227803,0.85417706,0.8685003,0.51493376,0.8491084,0.88180864,0.52663934,0.8231857,0.70936733,,,,,,,,,,
2023:03:04:16:51:22,up_90_1t_,1.136021137,86.19,85.62,177.81,82.8,0.54231113,0.3676263,0.87222505,0.5501469,0.43039536,0.9315777,0.5110227,0.4303409,0.88459873,0.45607933,0.44064298,0.86628956,0.41280448,0.43535793,0.8246803,0.58561903,0.43030697,0.8755758,0.64450884,0.44074517,0.8568871,0.7032905,0.44115052,0.8840692,0.546427,0.57699484,0.8752515,0.5189529,0.5769451,0.8614562,0.52269876,0.6923067,0.90206116,0.52270716,0.81768715,0.9295568,0.57379955,0.57708395,0.8347237,0.56194586,0.69233435,0.87460667,0.55418587,0.81279814,0.92474467,0.53448653,0.35716176,0.8853594,0.5464427,0.35720405,0.9655922,0.5228894,0.3623841,0.08648207,0.5736488,0.3623546,0.88217086,0.55816036,0.84927857,0.84556127,0.5776971,0.8440317,0.85073906,0.5503049,0.82305765,0.70724416,0.5227737,0.85418195,0.8721082,0.5149239,0.84910816,0.88316333,0.5266458,0.8231854,0.71270835,,,,,,,,,,
