now_time,trils,duration,left_shoulder,right_shoulder,left_knee,right_neck,0_Nose,,,1_Neck,,,2_RShoulder,,,3_RElbow,,,4_RWrist,,,5_LShoulder,,,6_LElbow,,,7_LWrist,,,8_MidHip,9_RHip,,,10_RKnee,,,11_RAnkle,,,12_LHip,,,13_LKnee,,,14_LAnkle,,,15_REye,,,16_LEye,,,17_REar,18_LEar,,,19_LBigToe,,,20_LSmallToe,,,21_LHeel,,,22_RBigToe,,,23_RSmallToe,,,24_RHeel,,,25_Background,,,26_A_Lneck,27_A_Lshoulder,28_A_Lelbow,29_A_Lhip,30_A_Lknee,31_A_Rneck,32_A_Rshoulder,33_A_Relbow,34_A_Rhip,35_A_Rknee,36_A_middle_left_neck
2023:03:04:16:51:22,up_90_1t_,1.195826769,86.19,85.64,174.12,82.8,0.54230183,0.3676317,0.8706318,0.5501476,0.43038985,0.9312407,0.5110217,0.4303373,0.883597,0.45604402,0.4357971,0.8631201,0.4127742,0.4353282,0.81504357,0.58562917,0.4302991,0.8734044,0.6445177,0.44074488,0.8589461,0.7033035,0.4411387,0.88504833,0.54642946,0.5770007,0.8752231,0.5189575,0.576949,0.86156964,0.5227061,0.69231844,0.901053,0.5226992,0.81771326,0.93078136,0.5737991,0.5770875,0.8343009,0.5581946,0.6923362,0.87588495,0.5541871,0.81755924,0.92653483,0.5344771,0.3571683,0.8836692,0.54643476,0.3572069,0.9643514,0.5228772,0.3623992,0.08719626,0.5736481,0.3623627,0.88038635,0.5619716,0.8492861,0.8420259,0.57772654,0.8440239,0.85096914,0.55028886,0.8230828,0.7067325,0.52283984,0.85419595,0.86813223,0.5149662,0.8491527,0.88929546,0.52291423,0.82321316,0.71242267,,,,,,,,,,
2023:03:04:16:51:22,up_90_1t_,1.258659601,86.19,88.52,174.1,82.78,0.54230297,0.3676193,0.87013304,0.550164,0.4303754,0.92946994,0.5110132,0.4303201,0.87686354,0.4559676,0.43561256,0.8502432,0.40895012,0.43035695,0.7909322,0.58565754,0.43029186,0.8696599,0.64456207,0.44073102,0.8574725,0.7033748,0.44114375,0.88471913,0.54643863,0.5770068,0.87560534,0.5189633,0.5769571,0.8595308,0.52271336,0.6923242,0.8988868,0.5227072,0.81769645,0.92991287,0.57381564,0.57709426,0.8371078,0.55818874,0.69233394,0.87719107,0.55420053,0.81755924,0.9257017,0.5344753,0.35716763,0.8797296,0.54643416,0.3571995,0.96221024,0.5228891,0.3623962,0.08298627,0.5736736,0.3623352,0.8855139,0.561944,0.8492956,0.8430529,0.57770425,0.8440403,0.8514771,0.5503155,0.8230703,0.7032492,0.5228152,0.8541857,0.8694466,0.51495326,0.8491317,0.88794476,0.52664024,0.8231947,0.71093357,,,,,,,,,,
2023:03:04:16:51:22,up_90_1t_,1.321518898,86.19,88.57,173.74,82.79,0.5423146,0.36766946,0.8705992,0.5501693,0.4303791,0.92910224,0.51100284,0.4303283,0.8752458,0.45594418,0.43553412,0.8426584,0.4089526,0.43027312,0.77820826,0.5856788,0.4302959,0.86719084,0.6446003,0.44069856,0.85563046,0.7033752,0.44114974,0.88293844,0.5464214,0.5770539,0.8698667,0.518958,0.57700986,0.8566797,0.52270615,0.6923274,0.8976009,0.5227018,0.8177084,0.9277005,0.57377106,0.58213985,0.82925665,0.5581525,0.6923274,0.8809286,0.5541942,0.81755656,0.92452395,0.534484,0.35720932,0.88032216,0.546436,0.3572279,0.96416986,0.5228803,0.3624588,0.07565635,0.57367665,0.36232725,0.88733,0.55816513,0.849265,0.8443625,0.577711,0.8440319,0.8521435,0.55029535,0.82309824,0.7038005,0.52284265,0.85418975,0.8668157,0.5149666,0.849145,0.8882718,0.5229143,0.8232148,0.7095652,,,,,,,,,,
2023:03:04:16:51:22,up_90_1t_,1.382327795,83.88,88.57,173.75,82.79,0.5423175,0.3676729,0.8713975,0.5501739,0.4303794,0.9290069,0.511026,0.43033063,0.8777567,0.4560117,0.43559933,0.8586093,0.4128299,0.43027857,0.8038493,0.58568716,0.43031058,0.8680798,0.6445958,0.44071916,0.85421866,0.7033303,0.445972,0.893857,0.546423,0.57708454,0.8694579,0.51896405,0.5770478,0.8565831,0.52269953,0.6923255,0.8970094,0.52270067,0.8176942,0.9264862,0.57376367,0.58216774,0.8273614,0.5581616,0.692326,0.8799107,0.5541957,0.8175602,0.9222232,0.5344835,0.3572143,0.88241976,0.54643536,0.3572286,0.966459,0.52284616,0.3674351,0.06861062,0.57368416,0.3623155,0.8910747,0.5581574,0.8492647,0.84547645,0.5777226,0.8440421,0.85257477,0.550286,0.82310134,0.7061464,0.5228508,0.8541787,0.8646765,0.5149641,0.849126,0.8849289,0.52291,0.8231933,0.71041924,,,,,,,,,,
2023:03:04:16:51:22,up_90_1t_,1.440201283,83.9,88.55,173.81,82.18,0.5423382,0.37271965,0.8751578,0.5501951,0.43039143,0.93034446,0.51104254,0.43034953,0.88217914,0.45603058,0.4357003,0.86650276,0.4128207,0.4303074,0.81057894,0.5857034,0.4303406,0.86984646,0.64459604,0.44070017,0.85929936,0.70333385,0.44596812,0.8996571,0.54642725,0.57709265,0.86913395,0.5189756,0.57704955,0.8559375,0.5226904,0.69232863,0.89926,0.522689,0.8176759,0.9293621,0.5737614,0.5821822,0.8280254,0.55814624,0.6923283,0.88336056,0.5541868,0.8127984,0.92393684,0.53449255,0.35724545,0.88454,0.5464486,0.35726073,0.9676892,0.5228529,0.3674569,0.06574342,0.57370406,0.36232114,0.8959563,0.55814093,0.8492387,0.8442759,0.5777116,0.84400827,0.8487199,0.5502922,0.8230734,0.707004,0.52282923,0.85416985,0.865729,0.5149489,0.84910995,0.8847426,0.5229006,0.8231599,0.7140485,,,,,,,,,,
2023:03:04:16:51:22,up_90_1t_,1.500041246,83.9,88.6,173.82,82.19,0.5423416,0.37272012,0.87554926,0.55019104,0.43038762,0.92953444,0.5110425,0.43034437,0.8801508,0.4560092,0.4356134,0.86259925,0.4127906,0.43022522,0.8074287,0.58569527,0.43032393,0.8699359,0.64456046,0.44069064,0.8647048,0.703324,0.44596243,0.91163206,0.54642534,0.5770782,0.86896265,0.5189745,0.5770419,0.85625875,0.52269053,0.6923094,0.89915144,0.5226978,0.8176648,0.926436,0.5737488,0.5821525,0.8236783,0.5581487,0.69230914,0.8820107,0.5541925,0.8127933,0.9208627,0.5344949,0.3572548,0.8864316,0.54645,0.35726383,0.9676554,0.52284217,0.36748162,0.06633361,0.5737007,0.36232772,0.8954631,0.558125,0.8492373,0.8459951,0.57771164,0.84401476,0.8496293,0.55029476,0.8230664,0.70819354,0.5228318,0.8541693,0.8627245,0.51494354,0.84910077,0.87903726,0.52291137,0.82314354,0.71162766,,,,,,,,,,
2023:03:04:16:51:22,up_90_1t_,1.561847925,83.84,88.66,173.81,82.22,0.5423782,0.37271228,0.8801397,0.5502022,0.43039766,0.9312025,0.51105917,0.43035802,0.8845848,0.45603153,0.43564275,0.8666365,0.41282302,0.43021005,0.80832183,0.58569705,0.4303345,0.8715164,0.6445614,0.44068727,0.86644286,0.7033329,0.44599393,0.9154181,0.5464231,0.582122,0.8695955,0.51897746,0.57707465,0.8553565,0.5226895,0.69232345,0.8989104,0.5226932,0.8176576,0.9288866,0.5737538,0.5822009,0.827615,0.5581479,0.69232523,0.8819133,0.5542035,0.81280315,0.9212202,0.5345309,0.35725015,0.8907256,0.5464763,0.35726482,0.96685934,0.52660376,0.36245003,0.077184394,0.5737096,0.36232573,0.8992749,0.55810195,0.8492472,0.8490468,0.5776932,0.84403104,0.84882575,0.5503178,0.8230692,0.70905316,0.5227986,0.8541684,0.8695674,0.51493096,0.8490921,0.8822948,0.5229181,0.82313186,0.713161,,,,,,,,,,
2023:03:04:16:51:22,up_90_1t_,1.621687174,83.84,88.66,173.79,82.22,0.5423815,0.37272635,0.88063055,0.5502073,0.43040073,0.9308299,0.514699,0.43036556,0.88573533,0.4560404,0.43566507,0.86886114,0.41282526,0.43020102,0.8086046,0.5856952,0.4303325,0.8725645,0.6445529,0.44070345,0.86676145,0.7033196,0.44599703,0.91472536,0.54642355,0.58211935,0.86935127,0.5189786,0.577076,0.8547902,0.5226896,0.6923226,0.8985065,0.52269787,0.817652,0.9280749,0.5737512,0.5821909,0.82653075,0.55812985,0.69231194,0.88498753,0.55420053,0.81278753,0.91997457,0.5345297,0.35726306,0.8906367,0.54647696,0.35727376,0.96636635,0.52289426,0.3674357,0.07680495,0.5737096,0.3623337,0.8994767,0.5580726,0.84923023,0.85043275,0.5776796,0.8440173,0.847209,0.5503231,0.823045,0.7088605,0.5227799,0.85416585,0.8702147,0.5149192,0.84908223,0.87992686,0.5266285,0.8231279,0.7122912,,,,,,,,,,
2023:03:04:16:51:22,up_90_1t_,1.679533005,83.89,88.61,173.79,82.24,0.5423933,0.37272072,0.88220847,0.55021465,0.4303966,0.9306129,0.5147088,0.43037373,0.8893036,0.4560693,0.43569016,0.8702536,0.412845,0.4302194,0.8113724,0.5856956,0.43031457,0.8721126,0.64454794,0.44070917,0.8659079,0.7033119,0.4459868,0.9129057,0.5464316,0.57709134,0.86863613,0.51898205,0.5770632,0.85501313,0.5227016,0.69229275,0.8986621,0.5226883,0.81762975,0.9293625,0.5737558,0.58216673,0.8247691,0.55811673,0.6922837,0.8873013,0.55417925,0.8127672,0.92185926,0.53454214,0.35726148,0.89225066,0.546487,0.35727224,0.96684426,0.522903,0.3674345,0.07704714,0.5737147,0.36233142,0.9017986,0.5581251,0.84921503,0.84440565,0.57771295,0.84397864,0.84599423,0.55028224,0.8230381,0.7105829,0.5228278,0.8541599,0.86418855,0.5149378,0.8490873,0.8807708,0.5228985,0.82309914,0.7189945,,,,,,,,,,
2023:03:04:16:51:22,up_90_1t_,1.739372969,83.83,88.64,173.78,82.23,0.54237795,0.3726864,0.88020194,0.5502038,0.43038377,0.9297999,0.514697,0.43035537,0.88548285,0.45605865,0.43567145,0.86854327,0.4128499,0.43023726,0.8097981,0.5856824,0.43030477,0.87313217,0.64451694,0.44073555,0.86853164,0.7032434,0.4459791,0.90617406,0.546424,0.58210605,0.8680118,0.5189772,0.5770645,0.85454744,0.5227027,0.6923139,0.8975745,0.5227009,0.81764853,0.92863643,0.57375425,0.5821799,0.8253252,0.5581136,0.69229424,0.8875979,0.5541842,0.8127831,0.92214286,0.5345304,0.35723883,0.891873,0.5464768,0.35724926,0.9685554,0.52291423,0.36248788,0.07652281,0.5737047,0.36232334,0.9007453,0.5581227,0.84923327,0.8492243,0.5777066,0.8440026,0.85042006,0.5502953,0.82304984,0.71057683,0.52282274,0.85417235,0.8654398,0.5149453,0.84910244,0.8816678,0.5229186,0.8231202,0.7154202,,,,,,,,,,
2023:03:04:16:51:22,up_90_1t_,1.802233696,83.85,88.56,173.79,82.85,0.5423529,0.3676709,0.87723863,0.5501852,0.43037623,0.9288346,0.5110441,0.43035597,0.88338745,0.45606303,0.43576604,0.87203616,0.41283163,0.4302959,0.815111,0.5856655,0.43028966,0.8732371,0.64447814,0.44073266,0.8727098,0.70323324,0.4460116,0.90776414,0.5464166,0.5770742,0.86533093,0.5189628,0.57705,0.85541254,0.5227037,0.69229686,0.8977026,0.52268606,0.8176507,0.9321702,0.5737391,0.58213115,0.81790525,0.55810297,0.69227564,0.88741547,0.55417323,0.81278265,0.9224392,0.5345052,0.35723183,0.89073443,0.5464572,0.35723495,0.9702059,0.52285033,0.36743745,0.069866836,0.57369095,0.3623199,0.8982303,0.55815846,0.8492198,0.84293896,0.5777305,0.84398466,0.84909946,0.5502665,0.8230647,0.71153826,0.52286917,0.85416067,0.8615712,0.51496273,0.8491045,0.8825131,0.522891,0.8231289,0.7199487,,,,,,,,,,
2023:03:04:16:51:22,up_90_1t_,1.860078335,83.85,88.55,173.79,82.85,0.54235935,0.36765954,0.8779116,0.5501811,0.4303647,0.9274832,0.5110406,0.43033674,0.88199353,0.4560821,0.43576926,0.87267554,0.41282538,0.4303032,0.8184911,0.58566314,0.43026936,0.87129825,0.6444794,0.44073164,0.86829746,0.70324284,0.44600272,0.9073858,0.54641396,0.5770561,0.8650104,0.51896095,0.57702625,0.85547286,0.5227119,0.6922809,0.8979307,0.52268744,0.8176449,0.9306183,0.5737371,0.58211803,0.81617194,0.55809814,0.6922578,0.88755566,0.55416906,0.8127726,0.9226761,0.53451544,0.35722473,0.8922493,0.54646313,0.35723323,0.9682109,0.5228993,0.36245328,0.07940826,0.5736884,0.36232036,0.8974772,0.5619421,0.84921575,0.8387134,0.5777451,0.84395874,0.84626675,0.55025774,0.82306397,0.708836,0.522896,0.8541586,0.8550833,0.51497483,0.8491094,0.8802161,0.52287865,0.8231272,0.72008306,,,,,,,,,,
2023:03:04:16:51:22,up_90_1t_,1.919924021,83.86,88.57,173.79,82.83,0.542362,0.36763555,0.87896216,0.55019194,0.43036908,0.9265947,0.51105136,0.43033257,0.88100326,0.456052,0.43567002,0.86718976,0.41280985,0.43026087,0.811833,0.5856806,0.4302743,0.87036884,0.6445119,0.44074595,0.8640593,0.70327395,0.44599518,0.90937704,0.54641956,0.577073,0.86389875,0.51896685,0.5770451,0.85402423,0.5227059,0.69229966,0.89786834,0.5226809,0.81764114,0.9330235,0.57374597,0.5821422,0.8164573,0.55811745,0.6922634,0.8850298,0.55418426,0.8127793,0.9215632,0.5345223,0.35721073,0.89254236,0.5464657,0.35721445,0.9683277,0.52291423,0.36244687,0.08206906,0.5736955,0.36230773,0.8995248,0.5581712,0.84921366,0.83962363,0.5777434,0.84397084,0.8468801,0.5502712,0.82306266,0.7116895,0.5228597,0.85415363,0.8611412,0.5149526,0.8490866,0.87975335,0.522884,0.82311535,0.7225782,,,,,,,,,,
2023:03:04:16:51:22,up_90_1t_,1.978760481,83.85,88.54,173.8,82.84,0.5423528,0.36760578,0.87716466,0.5501823,0.43037137,0.9262984,0.51103926,0.43034023,0.8813029,0.45606,0.43574366,0.86918294,0.41281804,0.4303212,0.8136781,0.5856749,0.4302714,0.8692688,0.6445077,0.44073734,0.86417997,0.70328623,0.4460026,0.91143614,0.5464169,0.57706803,0.86231726,0.5189677,0.5770444,0.85214365,0.52271265,0.69229895,0.89499325,0.5226926,0.81763935,0.9295386,0.5737389,0.5821269,0.81294686,0.5581185,0.69225585,0.88351,0.5541802,0.8127735,0.920682,0.5345198,0.3571926,0.89010555,0.5464609,0.35719746,0.9655841,0.522922,0.36242774,0.08948489,0.5736902,0.36230695,0.8967517,0.55817014,0.8492164,0.84080565,0.57774305,0.8439787,0.8489929,0.5502688,0.82305956,0.7112311,0.5228796,0.85415196,0.8550882,0.5149666,0.8490928,0.87758464,0.5228937,0.82311726,0.71851665,,,,,,,,,,
2023:03:04:16:51:22,up_90_1t_,2.042590857,83.85,88.57,174.15,82.81,0.5423187,0.36759585,0.8722437,0.5501679,0.43037465,0.92632264,0.51102376,0.43033177,0.878223,0.45603862,0.4356631,0.86744124,0.41277286,0.4302779,0.8086097,0.5856683,0.43026635,0.8688017,0.6445211,0.44072232,0.8667866,0.70330024,0.44600368,0.91319895,0.54641354,0.5770456,0.8625007,0.51896614,0.5770204,0.8516877,0.5227155,0.69227886,0.8967007,0.5190813,0.81763935,0.9328653,0.57373846,0.5770873,0.811341,0.55811805,0.69224364,0.8809476,0.55416423,0.8127625,0.92262185,0.5344974,0.35718396,0.88356525,0.54643774,0.357191,0.9629343,0.52289,0.36241972,0.08961869,0.57367384,0.3623282,0.8889579,0.56196773,0.84919995,0.83752954,0.5777608,0.84393984,0.84498197,0.55024415,0.82305706,0.7123713,0.52662706,0.85414577,0.8504871,0.51499206,0.8491125,0.8803644,0.522861,0.82311946,0.7253245,,,,,,,,,,
2023:03:04:16:51:22,up_90_1t_,2.100435257,83.84,88.53,174.16,82.83,0.5423265,0.36760348,0.8724983,0.55016434,0.43037614,0.9264221,0.51101935,0.43033883,0.87978756,0.45604455,0.43571833,0.87115973,0.41279107,0.4303414,0.8166529,0.5856674,0.43025953,0.8668728,0.6445122,0.44072998,0.86723083,0.7032921,0.44601133,0.910293,0.54641134,0.5770448,0.8627953,0.51896423,0.5770284,0.85314196,0.5227054,0.69229174,0.8970616,0.5190762,0.8176469,0.9340862,0.57373816,0.57708454,0.8119898,0.55812526,0.69224876,0.88152975,0.55416113,0.8127653,0.92283463,0.5345019,0.35718676,0.88313437,0.5464471,0.35719627,0.960508,0.52288485,0.36242107,0.09902396,0.57367843,0.36233693,0.88702685,0.56196445,0.84920204,0.8385378,0.5777578,0.8439356,0.8449209,0.55024165,0.8230567,0.71242017,0.522915,0.8541528,0.8510077,0.51498306,0.8491122,0.8787991,0.5228593,0.8231285,0.7256292,,,,,,,,,,
